Orthogroup	Conidiobolus_thromboides_FSU_785.Conth1.v1.aa	Entomophaga_maimaiga_ARSEF_7190.v1.aa	Entomophthora_muscae_UCB.v3_longest.aa	Zoophthora_radicans_ATCC_208865.aa
OG0011573	Conth1|Conth1_361680			
OG0011574	Conth1|Conth1_322402			
OG0011575	Conth1|Conth1_361700			
OG0011576	Conth1|Conth1_322406			
OG0011577	Conth1|Conth1_361716			
OG0011578	Conth1|Conth1_310540			
OG0011579	Conth1|Conth1_345340			
OG0011580	Conth1|Conth1_2349			
OG0011581	Conth1|Conth1_345365			
OG0011582	Conth1|Conth1_354233			
OG0011583	Conth1|Conth1_361739			
OG0011584	Conth1|Conth1_322426			
OG0011585	Conth1|Conth1_322427			
OG0011586	Conth1|Conth1_322429			
OG0011587	Conth1|Conth1_345381			
OG0011588	Conth1|Conth1_354254			
OG0011589	Conth1|Conth1_4713			
OG0011590	Conth1|Conth1_322458			
OG0011591	Conth1|Conth1_361786			
OG0011592	Conth1|Conth1_356489			
OG0011593	Conth1|Conth1_361803			
OG0011594	Conth1|Conth1_326844			
OG0011595	Conth1|Conth1_345460			
OG0011596	Conth1|Conth1_326855			
OG0011597	Conth1|Conth1_361824			
OG0011598	Conth1|Conth1_322482			
OG0011599	Conth1|Conth1_298619			
OG0011600	Conth1|Conth1_85822			
OG0011601	Conth1|Conth1_85902			
OG0011602	Conth1|Conth1_345488			
OG0011603	Conth1|Conth1_322498			
OG0011604	Conth1|Conth1_326876			
OG0011605	Conth1|Conth1_298643			
OG0011606	Conth1|Conth1_322502			
OG0011607	Conth1|Conth1_86402			
OG0011608	Conth1|Conth1_310742			
OG0011609	Conth1|Conth1_322516			
OG0011610	Conth1|Conth1_361883			
OG0011611	Conth1|Conth1_87416			
OG0011612	Conth1|Conth1_87425			
OG0011613	Conth1|Conth1_322525			
OG0011614	Conth1|Conth1_298711			
OG0011615	Conth1|Conth1_135807			
OG0011616	Conth1|Conth1_322542			
OG0011617	Conth1|Conth1_136321			
OG0011618	Conth1|Conth1_361929			
OG0011619	Conth1|Conth1_137139			
OG0011620	Conth1|Conth1_137299			
OG0011621	Conth1|Conth1_322562			
OG0011622	Conth1|Conth1_326970			
OG0011623	Conth1|Conth1_361945			
OG0011624	Conth1|Conth1_361951			
OG0011625	Conth1|Conth1_322574			
OG0011626	Conth1|Conth1_322583			
OG0011627	Conth1|Conth1_139449			
OG0011628	Conth1|Conth1_322588			
OG0011629	Conth1|Conth1_139840			
OG0011630	Conth1|Conth1_358979			
OG0011631	Conth1|Conth1_322615			
OG0011632	Conth1|Conth1_171495			
OG0011633	Conth1|Conth1_362091			
OG0011634	Conth1|Conth1_280167			
OG0011635	Conth1|Conth1_311147			
OG0011636	Conth1|Conth1_362129			
OG0011637	Conth1|Conth1_322673			
OG0011638	Conth1|Conth1_336603			
OG0011639	Conth1|Conth1_322680			
OG0011640	Conth1|Conth1_198279			
OG0011641	Conth1|Conth1_198851			
OG0011642	Conth1|Conth1_327589			
OG0011643	Conth1|Conth1_322900			
OG0011644	Conth1|Conth1_327600			
OG0011645	Conth1|Conth1_339618			
OG0011646	Conth1|Conth1_322907			
OG0011647	Conth1|Conth1_322908			
OG0011648	Conth1|Conth1_322913			
OG0011649	Conth1|Conth1_362647			
OG0011650	Conth1|Conth1_346490			
OG0011651	Conth1|Conth1_300049			
OG0011652	Conth1|Conth1_322992			
OG0011653	Conth1|Conth1_47244			
OG0011654	Conth1|Conth1_322993			
OG0011655	Conth1|Conth1_47374			
OG0011656	Conth1|Conth1_339752			
OG0011657	Conth1|Conth1_339755			
OG0011658	Conth1|Conth1_47817			
OG0011659	Conth1|Conth1_300105			
OG0011660	Conth1|Conth1_362800			
OG0011661	Conth1|Conth1_215524			
OG0011662	Conth1|Conth1_345925			
OG0011663	Conth1|Conth1_286253			
OG0011664	Conth1|Conth1_217618			
OG0011665	Conth1|Conth1_339782			
OG0011666	Conth1|Conth1_346574			
OG0011667	Conth1|Conth1_362842			
OG0011668	Conth1|Conth1_327825			
OG0011669	Conth1|Conth1_56170			
OG0011670	Conth1|Conth1_327827			
OG0011671	Conth1|Conth1_242123			
OG0011672	Conth1|Conth1_334185			
OG0011673	Conth1|Conth1_322765			
OG0011674	Conth1|Conth1_283930			
OG0011675	Conth1|Conth1_286461			
OG0011676	Conth1|Conth1_346048			
OG0011677	Conth1|Conth1_339409			
OG0011678	Conth1|Conth1_362369			
OG0011679	Conth1|Conth1_354923			
OG0011680	Conth1|Conth1_362664			
OG0011681	Conth1|Conth1_362668			
OG0011682	Conth1|Conth1_346408			
OG0011683	Conth1|Conth1_33934			
OG0011684	Conth1|Conth1_34445			
OG0011685	Conth1|Conth1_346428			
OG0011686	Conth1|Conth1_322954			
OG0011687	Conth1|Conth1_339683			
OG0011688	Conth1|Conth1_35703			
OG0011689	Conth1|Conth1_346453			
OG0011690	Conth1|Conth1_36516			
OG0011691	Conth1|Conth1_346463			
OG0011692	Conth1|Conth1_346892			
OG0011693	Conth1|Conth1_346895			
OG0011694	Conth1|Conth1_323184			
OG0011695	Conth1|Conth1_328095			
OG0011696	Conth1|Conth1_340068			
OG0011697	Conth1|Conth1_363148			
OG0011698	Conth1|Conth1_340075			
OG0011699	Conth1|Conth1_279240			
OG0011700	Conth1|Conth1_323070			
OG0011701	Conth1|Conth1_327897			
OG0011702	Conth1|Conth1_346700			
OG0011703	Conth1|Conth1_327899			
OG0011704	Conth1|Conth1_66684			
OG0011705	Conth1|Conth1_355862			
OG0011706	Conth1|Conth1_66879			
OG0011707	Conth1|Conth1_327914			
OG0011708	Conth1|Conth1_67293			
OG0011709	Conth1|Conth1_327916			
OG0011710	Conth1|Conth1_67162			
OG0011711	Conth1|Conth1_327918			
OG0011712	Conth1|Conth1_346735			
OG0011713	Conth1|Conth1_346736			
OG0011714	Conth1|Conth1_346737			
OG0011715	Conth1|Conth1_346739			
OG0011716	Conth1|Conth1_67722			
OG0011717	Conth1|Conth1_362975			
OG0011718	Conth1|Conth1_67811			
OG0011719	Conth1|Conth1_67859			
OG0011720	Conth1|Conth1_4920			
OG0011721	Conth1|Conth1_322835			
OG0011722	Conth1|Conth1_354300			
OG0011723	Conth1|Conth1_327464			
OG0011724	Conth1|Conth1_5128			
OG0011725	Conth1|Conth1_336710			
OG0011726	Conth1|Conth1_346190			
OG0011727	Conth1|Conth1_346216			
OG0011728	Conth1|Conth1_6969			
OG0011729	Conth1|Conth1_230044			
OG0011730	Conth1|Conth1_230866			
OG0011731	Conth1|Conth1_231492			
OG0011732	Conth1|Conth1_299358			
OG0011733	Conth1|Conth1_327307			
OG0011734	Conth1|Conth1_231900			
OG0011735	Conth1|Conth1_339359			
OG0011736	Conth1|Conth1_231967			
OG0011737	Conth1|Conth1_339371			
OG0011738	Conth1|Conth1_346015			
OG0011739	Conth1|Conth1_60369			
OG0011740	Conth1|Conth1_60488			
OG0011741	Conth1|Conth1_60462			
OG0011742	Conth1|Conth1_327838			
OG0011743	Conth1|Conth1_346631			
OG0011744	Conth1|Conth1_346646			
OG0011745	Conth1|Conth1_61174			
OG0011746	Conth1|Conth1_61490			
OG0011747	Conth1|Conth1_61477			
OG0011748	Conth1|Conth1_271975			
OG0011749	Conth1|Conth1_346675			
OG0011750	Conth1|Conth1_327875			
OG0011751	Conth1|Conth1_323055			
OG0011752	Conth1|Conth1_362930			
OG0011753	Conth1|Conth1_287553			
OG0011754	Conth1|Conth1_323150			
OG0011755	Conth1|Conth1_79277			
OG0011756	Conth1|Conth1_323167			
OG0011757	Conth1|Conth1_340022			
OG0011758	Conth1|Conth1_363093			
OG0011759	Conth1|Conth1_323168			
OG0011760	Conth1|Conth1_363100			
OG0011761	Conth1|Conth1_328059			
OG0011762	Conth1|Conth1_346103			
OG0011763	Conth1|Conth1_339437			
OG0011764	Conth1|Conth1_362404			
OG0011765	Conth1|Conth1_322820			
OG0011766	Conth1|Conth1_362435			
OG0011767	Conth1|Conth1_339478			
OG0011768	Conth1|Conth1_346158			
OG0011769	Conth1|Conth1_323250			
OG0011770	Conth1|Conth1_347033			
OG0011771	Conth1|Conth1_101631			
OG0011772	Conth1|Conth1_102203			
OG0011773	Conth1|Conth1_102953			
OG0011774	Conth1|Conth1_312942			
OG0011775	Conth1|Conth1_340194			
OG0011776	Conth1|Conth1_347082			
OG0011777	Conth1|Conth1_339543			
OG0011778	Conth1|Conth1_362529			
OG0011779	Conth1|Conth1_16839			
OG0011780	Conth1|Conth1_322869			
OG0011781	Conth1|Conth1_339562			
OG0011782	Conth1|Conth1_286754			
OG0011783	Conth1|Conth1_17348			
OG0011784	Conth1|Conth1_17671			
OG0011785	Conth1|Conth1_284566			
OG0011786	Conth1|Conth1_347998			
OG0011787	Conth1|Conth1_340935			
OG0011788	Conth1|Conth1_364126			
OG0011789	Conth1|Conth1_329066			
OG0011790	Conth1|Conth1_175444			
OG0011791	Conth1|Conth1_328731			
OG0011792	Conth1|Conth1_328736			
OG0011793	Conth1|Conth1_301780			
OG0011794	Conth1|Conth1_152193			
OG0011795	Conth1|Conth1_152247			
OG0011796	Conth1|Conth1_119921			
OG0011797	Conth1|Conth1_347290			
OG0011798	Conth1|Conth1_323395			
OG0011799	Conth1|Conth1_120577			
OG0011800	Conth1|Conth1_363476			
OG0011801	Conth1|Conth1_340371			
OG0011802	Conth1|Conth1_313305			
OG0011803	Conth1|Conth1_357462			
OG0011804	Conth1|Conth1_347319			
OG0011805	Conth1|Conth1_340288			
OG0011806	Conth1|Conth1_323366			
OG0011807	Conth1|Conth1_323367			
OG0011808	Conth1|Conth1_340332			
OG0011809	Conth1|Conth1_328544			
OG0011810	Conth1|Conth1_132558			
OG0011811	Conth1|Conth1_323472			
OG0011812	Conth1|Conth1_363613			
OG0011813	Conth1|Conth1_132951			
OG0011814	Conth1|Conth1_288572			
OG0011815	Conth1|Conth1_323479			
OG0011816	Conth1|Conth1_347462			
OG0011817	Conth1|Conth1_323487			
OG0011818	Conth1|Conth1_312470			
OG0011819	Conth1|Conth1_339952			
OG0011820	Conth1|Conth1_356065			
OG0011821	Conth1|Conth1_363043			
OG0011822	Conth1|Conth1_95564			
OG0011823	Conth1|Conth1_287813			
OG0011824	Conth1|Conth1_95719			
OG0011825	Conth1|Conth1_312807			
OG0011826	Conth1|Conth1_95883			
OG0011827	Conth1|Conth1_323232			
OG0011828	Conth1|Conth1_363198			
OG0011829	Conth1|Conth1_96539			
OG0011830	Conth1|Conth1_363210			
OG0011831	Conth1|Conth1_347004			
OG0011832	Conth1|Conth1_347005			
OG0011833	Conth1|Conth1_363211			
OG0011834	Conth1|Conth1_328241			
OG0011835	Conth1|Conth1_106826			
OG0011836	Conth1|Conth1_340215			
OG0011837	Conth1|Conth1_363310			
OG0011838	Conth1|Conth1_287957			
OG0011839	Conth1|Conth1_108278			
OG0011840	Conth1|Conth1_182505			
OG0011841	Conth1|Conth1_348210			
OG0011842	Conth1|Conth1_348211			
OG0011843	Conth1|Conth1_341084			
OG0011844	Conth1|Conth1_348220			
OG0011845	Conth1|Conth1_329223			
OG0011846	Conth1|Conth1_348239			
OG0011847	Conth1|Conth1_323901			
OG0011848	Conth1|Conth1_184243			
OG0011849	Conth1|Conth1_323912			
OG0011850	Conth1|Conth1_189610			
OG0011851	Conth1|Conth1_364447			
OG0011852	Conth1|Conth1_190286			
OG0011853	Conth1|Conth1_190280			
OG0011854	Conth1|Conth1_190518			
OG0011855	Conth1|Conth1_364468			
OG0011856	Conth1|Conth1_288702			
OG0011857	Conth1|Conth1_363716			
OG0011858	Conth1|Conth1_301620			
OG0011859	Conth1|Conth1_288701			
OG0011860	Conth1|Conth1_329082			
OG0011861	Conth1|Conth1_275521			
OG0011862	Conth1|Conth1_176897			
OG0011863	Conth1|Conth1_177563			
OG0011864	Conth1|Conth1_323822			
OG0011865	Conth1|Conth1_323824			
OG0011866	Conth1|Conth1_323826			
OG0011867	Conth1|Conth1_178027			
OG0011868	Conth1|Conth1_348319			
OG0011869	Conth1|Conth1_364391			
OG0011870	Conth1|Conth1_188919			
OG0011871	Conth1|Conth1_348341			
OG0011872	Conth1|Conth1_347484			
OG0011873	Conth1|Conth1_347491			
OG0011874	Conth1|Conth1_363649			
OG0011875	Conth1|Conth1_347499			
OG0011876	Conth1|Conth1_323496			
OG0011877	Conth1|Conth1_323497			
OG0011878	Conth1|Conth1_275725			
OG0011879	Conth1|Conth1_358040			
OG0011880	Conth1|Conth1_283567			
OG0011881	Conth1|Conth1_329491			
OG0011882	Conth1|Conth1_364591			
OG0011883	Conth1|Conth1_200817			
OG0011884	Conth1|Conth1_364600			
OG0011885	Conth1|Conth1_303157			
OG0011886	Conth1|Conth1_201504			
OG0011887	Conth1|Conth1_290369			
OG0011888	Conth1|Conth1_341372			
OG0011889	Conth1|Conth1_324096			
OG0011890	Conth1|Conth1_348592			
OG0011891	Conth1|Conth1_201934			
OG0011892	Conth1|Conth1_124304			
OG0011893	Conth1|Conth1_347339			
OG0011894	Conth1|Conth1_340402			
OG0011895	Conth1|Conth1_323418			
OG0011896	Conth1|Conth1_363517			
OG0011897	Conth1|Conth1_347360			
OG0011898	Conth1|Conth1_125947			
OG0011899	Conth1|Conth1_328484			
OG0011900	Conth1|Conth1_358864			
OG0011901	Conth1|Conth1_166943			
OG0011902	Conth1|Conth1_284406			
OG0011903	Conth1|Conth1_167062			
OG0011904	Conth1|Conth1_314297			
OG0011905	Conth1|Conth1_364095			
OG0011906	Conth1|Conth1_323769			
OG0011907	Conth1|Conth1_180514			
OG0011908	Conth1|Conth1_323864			
OG0011909	Conth1|Conth1_314569			
OG0011910	Conth1|Conth1_329181			
OG0011911	Conth1|Conth1_348181			
OG0011912	Conth1|Conth1_272693			
OG0011913	Conth1|Conth1_340251			
OG0011914	Conth1|Conth1_323320			
OG0011915	Conth1|Conth1_323321			
OG0011916	Conth1|Conth1_110709			
OG0011917	Conth1|Conth1_328293			
OG0011918	Conth1|Conth1_340256			
OG0011919	Conth1|Conth1_347159			
OG0011920	Conth1|Conth1_323328			
OG0011921	Conth1|Conth1_111329			
OG0011922	Conth1|Conth1_323330			
OG0011923	Conth1|Conth1_323340			
OG0011924	Conth1|Conth1_358229			
OG0011925	Conth1|Conth1_323557			
OG0011926	Conth1|Conth1_347606			
OG0011927	Conth1|Conth1_347612			
OG0011928	Conth1|Conth1_323564			
OG0011929	Conth1|Conth1_147984			
OG0011930	Conth1|Conth1_148132			
OG0011931	Conth1|Conth1_363875			
