# BUSCO version is: 5.4.4 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
494at4751	Complete	scaffold_4873	6285	21986	-	2924.1	2906	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	scaffold_8174	36975	46515	+	1002.7	1790	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	scaffold_9425	2639	9117	-	2992.0	1783	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	scaffold_5009	75532	81185	+	1644.1	1379	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Complete	scaffold_7150	20267	28677	+	1140.1	1694	https://www.orthodb.org/v10?query=4409at4751	Armadillo-type fold
4466at4751	Complete	scaffold_1883	86705	94333	-	1710.6	1782	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	scaffold_16524	4127	11251	+	3078.6	1827	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	scaffold_3695	122160	127590	-	612.4	823	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	scaffold_3356	65882	72220	-	407.3	997	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	scaffold_3665	35473	39593	-	814.7	817	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	scaffold_5243	8965	13169	-	1076.3	892	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	scaffold_12798	13702	20911	+	1758.9	1380	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	scaffold_8324	50158	55905	+	697.2	999	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Complete	scaffold_465	258811	264671	-	195.6	647	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	scaffold_11257	23281	31026	-	534.2	620	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	scaffold_5122	86148	91542	-	1974.7	1403	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Missing
10531at4751	Fragmented	scaffold_11376	1	2567	+	462.8	454	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Complete	scaffold_1655	88090	92236	+	1306.3	972	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	scaffold_12	1498	6518	-	271.4	470	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	scaffold_8230	5781	10101	+	85.7	306	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	scaffold_237	151861	158487	+	539.8	1224	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Complete	scaffold_394	1669	8237	-	1107.7	800	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	scaffold_1948	49436	54576	+	1549.3	1158	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	scaffold_1194	167224	170875	+	910.0	886	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
14793at4751	Complete	scaffold_14024	12695	17036	-	321.4	761	https://www.orthodb.org/v10?query=14793at4751	Nucleoporin Pom152
14986at4751	Complete	scaffold_3852	32106	35043	-	725.8	713	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Complete	scaffold_9062	11608	14963	-	620.8	529	https://www.orthodb.org/v10?query=17174at4751	DNA polymerase gamma
18809at4751	Missing
20600at4751	Fragmented	scaffold_8065	15931	18838	-	810.3	530	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Fragmented	scaffold_19120	2025	5482	-	602.2	527	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Complete	scaffold_12497	19292	22769	-	546.4	650	https://www.orthodb.org/v10?query=21689at4751	WD40 repeat
22982at4751	Complete	scaffold_1720	42616	45920	+	1095.5	768	https://www.orthodb.org/v10?query=22982at4751	isoleucine-tRNA ligase
22992at4751	Missing
23198at4751	Complete	scaffold_1976	118706	123831	-	1380.9	1102	https://www.orthodb.org/v10?query=23198at4751	Glycogen debranching enzyme
23856at4751	Complete	scaffold_409	125214	130257	-	653.3	995	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Complete	scaffold_132	389729	393720	+	340.1	781	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Complete	scaffold_2286	61893	66163	-	709.1	722	https://www.orthodb.org/v10?query=25020at4751	Condensin complex subunit 1
25161at4751	Missing
26329at4751	Complete	scaffold_422	262360	266408	+	549.3	818	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Complete	scaffold_2954	117777	121713	-	277.3	614	https://www.orthodb.org/v10?query=31324at4751	Nrap protein
32164at4751	Complete	scaffold_1928	136446	139314	-	496.0	616	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
