HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT1.hmm	382	Emusc_isoH|Emusc_isoH_10110	553	2.2e-29	193	353	254	447	0.418848167539267
GT8.hmm	257	Emusc_isoH|Emusc_isoH_10181	706	4.3e-43	28	255	9	230	0.8832684824902723
AA11.hmm	191	Emusc_isoH|Emusc_isoH_10214	406	4.1e-41	1	163	15	169	0.8481675392670157
GT39.hmm	223	Emusc_isoH|Emusc_isoH_10233	779	1.6e-68	2	223	77	315	0.9910313901345291
GH16_4.hmm	316	Emusc_isoH|Emusc_isoH_10267	358	6.7e-116	1	316	22	355	0.9968354430379747
GT22.hmm	389	Emusc_isoH|Emusc_isoH_10301	627	6.1e-83	2	389	57	498	0.9948586118251928
GH18.hmm	296	Emusc_isoH|Emusc_isoH_10415	404	1.2e-73	3	284	18	392	0.9493243243243243
GH38.hmm	269	Emusc_isoH|Emusc_isoH_10511	786	1.1e-86	2	255	273	525	0.9405204460966543
AA3_2.hmm	568	Emusc_isoH|Emusc_isoH_10533	585	1.7e-103	2	565	24	582	0.9911971830985915
GT22.hmm	389	Emusc_isoH|Emusc_isoH_10560	578	8.2e-99	2	389	74	456	0.9948586118251928
GT2_Chitin_synth_1.hmm	163	Emusc_isoH|Emusc_isoH_10594	396	6.1e-75	1	163	98	260	0.9938650306748467
GT39.hmm	223	Emusc_isoH|Emusc_isoH_10603	336	8.2e-70	2	223	53	293	0.9910313901345291
GT1.hmm	382	Emusc_isoH|Emusc_isoH_10619	553	1.1e-32	157	361	200	451	0.5340314136125655
CBM21.hmm	107	Emusc_isoH|Emusc_isoH_1074	363	2.3e-27	4	107	106	214	0.9626168224299065
AA3_2.hmm	568	Emusc_isoH|Emusc_isoH_10784	264	3.3e-49	288	566	1	262	0.4894366197183099
GT1.hmm	382	Emusc_isoH|Emusc_isoH_10861	554	1.6e-31	169	350	213	439	0.4738219895287958
GH31.hmm	427	Emusc_isoH|Emusc_isoH_10903	859	5.6e-151	3	427	243	726	0.9929742388758782
GH47.hmm	446	Emusc_isoH|Emusc_isoH_10958	582	1.9e-152	1	446	109	575	0.9977578475336323
GH5_9.hmm	303	Emusc_isoH|Emusc_isoH_10975	500	1.2e-104	1	303	150	462	0.9966996699669967
GH47.hmm	446	Emusc_isoH|Emusc_isoH_11005	651	2.1e-149	1	446	80	533	0.9977578475336323
GH16_19.hmm	174	Emusc_isoH|Emusc_isoH_11017	223	8.1e-39	3	118	106	223	0.6609195402298851
AA6.hmm	195	Emusc_isoH|Emusc_isoH_11043	666	1e-70	1	194	21	214	0.9897435897435898
GT69.hmm	239	Emusc_isoH|Emusc_isoH_11065	418	1.2e-56	1	237	92	352	0.9874476987447699
GT69.hmm	239	Emusc_isoH|Emusc_isoH_11066	282	4.9e-50	1	200	86	282	0.8326359832635983
CE1.hmm	227	Emusc_isoH|Emusc_isoH_11123	816	3.7e-17	23	209	586	794	0.8193832599118943
GT22.hmm	389	Emusc_isoH|Emusc_isoH_11220	598	3.5e-64	2	358	33	447	0.9151670951156813
GH47.hmm	446	Emusc_isoH|Emusc_isoH_11256	385	4.2e-118	75	446	2	376	0.8318385650224215
GT48.hmm	739	Emusc_isoH|Emusc_isoH_11407	880	9.1e-239	111	727	1	631	0.8335588633288228
GT48.hmm	739	Emusc_isoH|Emusc_isoH_11413	1887	2.2e-288	3	722	830	1597	0.972936400541272
AA7.hmm	458	Emusc_isoH|Emusc_isoH_11559	484	1.3e-71	6	214	54	265	0.45414847161572053
GT1.hmm	382	Emusc_isoH|Emusc_isoH_11578	1087	8.2e-58	4	375	606	1009	0.9712041884816754
GH35.hmm	307	Emusc_isoH|Emusc_isoH_11585	1119	7e-62	2	303	62	436	0.9804560260586319
GT2_Chitin_synth_2.hmm	527	Emusc_isoH|Emusc_isoH_11640	584	5.1e-26	192	511	91	398	0.6053130929791272
GH13_25.hmm	434	Emusc_isoH|Emusc_isoH_11672	1494	2.5e-195	3	432	1042	1480	0.988479262672811
GT39.hmm	223	Emusc_isoH|Emusc_isoH_11831	792	2.7e-70	3	223	110	346	0.9865470852017937
GH3.hmm	216	Emusc_isoH|Emusc_isoH_11941	764	4.1e-59	3	215	113	342	0.9814814814814815
GT2_Chitin_synth_2.hmm	527	Emusc_isoH|Emusc_isoH_11959	322	5.1e-21	130	357	18	253	0.4307400379506641
AA7.hmm	458	Emusc_isoH|Emusc_isoH_12061	472	1.4e-75	6	254	42	292	0.5414847161572053
GT1.hmm	382	Emusc_isoH|Emusc_isoH_12064	506	3.2e-33	96	351	87	393	0.6675392670157068
GH37.hmm	491	Emusc_isoH|Emusc_isoH_12276	357	1.4e-103	117	428	1	341	0.6334012219959266
GT2_Chitin_synth_2.hmm	527	Emusc_isoH|Emusc_isoH_12296	952	5.3e-252	21	526	381	877	0.9582542694497154
GT2_Chitin_synth_2.hmm	527	Emusc_isoH|Emusc_isoH_12304	1652	3.5e-234	6	524	1153	1652	0.9829222011385199
GH81.hmm	622	Emusc_isoH|Emusc_isoH_1239	437	1.1e-85	15	409	30	434	0.6334405144694534
GT24.hmm	248	Emusc_isoH|Emusc_isoH_12458	1502	2.6e-130	1	248	1210	1457	0.9959677419354839
GT1.hmm	382	Emusc_isoH|Emusc_isoH_12658	549	6.1e-32	220	362	255	452	0.3717277486910995
GT1.hmm	382	Emusc_isoH|Emusc_isoH_12659	552	6.5e-33	90	361	118	449	0.7094240837696335
GH47.hmm	446	Emusc_isoH|Emusc_isoH_12705	698	5.1e-133	1	445	36	471	0.9955156950672646
GT2_Chitin_synth_2.hmm	527	Emusc_isoH|Emusc_isoH_12970	384	2.1e-118	269	526	1	255	0.4876660341555977
GT2_Chitin_synth_2.hmm	527	Emusc_isoH|Emusc_isoH_12972	1618	9.8e-220	4	502	1137	1617	0.9449715370018975
GT2_Chitin_synth_2.hmm	527	Emusc_isoH|Emusc_isoH_12977	1364	5.1e-104	4	261	1119	1363	0.4876660341555977
GH16_19.hmm	174	Emusc_isoH|Emusc_isoH_13083	295	3.9e-53	4	174	97	260	0.9770114942528736
AA2.hmm	255	Emusc_isoH|Emusc_isoH_1316	270	5.4e-47	14	253	23	261	0.9372549019607843
