Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Emusc_isoH|Emusc_isoH_10110	GT1(254-447)	N	N	N	1
Emusc_isoH|Emusc_isoH_10181	GT8(9-230)	GT8	N	N	2
Emusc_isoH|Emusc_isoH_10214	AA11(15-169)	N	N	Y(1-25)	1
Emusc_isoH|Emusc_isoH_10233	GT39(77-315)	GT39	GT39	N	3
Emusc_isoH|Emusc_isoH_10267	GH16_4(22-355)	CBM39+CBM6	GH16_4	N	3
Emusc_isoH|Emusc_isoH_10301	GT22(57-498)	GT22	GT22	N	3
Emusc_isoH|Emusc_isoH_10415	GH18(18-392)	GH18+CBM12+CBM18	N	N	2
Emusc_isoH|Emusc_isoH_10511	GH38(273-525)	GH38	GH38	N	3
Emusc_isoH|Emusc_isoH_10533	AA3_2(24-582)	AA3	AA3	N	3
Emusc_isoH|Emusc_isoH_10560	GT22(74-456)	GT22	GT22	N	3
Emusc_isoH|Emusc_isoH_10594	GT2_Chitin_synth_1(98-260)	GT2	GT2	N	3
Emusc_isoH|Emusc_isoH_10603	GT39(53-293)	GT39	N	N	2
Emusc_isoH|Emusc_isoH_10619	GT1(200-451)	N	N	N	1
Emusc_isoH|Emusc_isoH_1074	CBM21(106-214)	N	N	N	1
Emusc_isoH|Emusc_isoH_10784	AA3_2(1-262)	N	N	N	1
Emusc_isoH|Emusc_isoH_10861	GT1(213-439)	N	N	N	1
Emusc_isoH|Emusc_isoH_10903	GH31(243-726)	GH31	GH31	Y(1-27)	3
Emusc_isoH|Emusc_isoH_10958	GH47(109-575)	GH47	GH47	N	3
Emusc_isoH|Emusc_isoH_10975	GH5_9(150-462)	GH5	GH5_9	N	3
Emusc_isoH|Emusc_isoH_11005	GH47(80-533)	GH47	GH47	N	3
Emusc_isoH|Emusc_isoH_11017	GH16_19(106-223)	N	N	N	1
Emusc_isoH|Emusc_isoH_11043	AA6(21-214)	N	N	N	1
Emusc_isoH|Emusc_isoH_11065	GT69(92-352)	N	N	N	1
Emusc_isoH|Emusc_isoH_11066	GT69(86-282)	N	N	N	1
Emusc_isoH|Emusc_isoH_11123	CE1(586-794)	N	N	N	1
Emusc_isoH|Emusc_isoH_11220	GT22(33-447)	GT22	N	N	2
Emusc_isoH|Emusc_isoH_11256	GH47(2-376)	GH47	N	N	2
Emusc_isoH|Emusc_isoH_11407	GT48(1-631)	GT48	GT48	N	3
Emusc_isoH|Emusc_isoH_11413	GT48(830-1597)	GT48	GT48	N	3
Emusc_isoH|Emusc_isoH_11559	AA7(54-265)	N	N	N	1
Emusc_isoH|Emusc_isoH_11578	GT1(606-1009)	GT1	GT1	N	3
Emusc_isoH|Emusc_isoH_11585	GH35(62-436)	N	GH35	N	2
Emusc_isoH|Emusc_isoH_11640	GT2_Chitin_synth_2(91-398)	N	N	N	1
Emusc_isoH|Emusc_isoH_11672	GH13_25(1042-1480)	GH133	GH13_25+GH133	N	3
Emusc_isoH|Emusc_isoH_11831	GT39(110-346)	GT39	GT39	N	3
Emusc_isoH|Emusc_isoH_11941	GH3(113-342)	GH3	GH3	N	3
Emusc_isoH|Emusc_isoH_11959	GT2_Chitin_synth_2(18-253)	N	N	N	1
Emusc_isoH|Emusc_isoH_12061	AA7(42-292)	N	N	N	1
Emusc_isoH|Emusc_isoH_12064	GT1(87-393)	N	N	N	1
Emusc_isoH|Emusc_isoH_12276	GH37(1-341)	GH37	N	N	2
Emusc_isoH|Emusc_isoH_12296	GT2_Chitin_synth_2(381-877)	GT2	GT2	N	3
Emusc_isoH|Emusc_isoH_12304	GT2_Chitin_synth_2(1153-1652)	GT2	GT2	N	3
Emusc_isoH|Emusc_isoH_1239	GH81(30-434)	GH81	N	N	2
Emusc_isoH|Emusc_isoH_12458	GT24(1210-1457)	GT24	GT24	N	3
Emusc_isoH|Emusc_isoH_12658	GT1(255-452)	N	N	N	1
Emusc_isoH|Emusc_isoH_12659	GT1(118-449)	N	N	N	1
Emusc_isoH|Emusc_isoH_12705	GH47(36-471)	GH47	GH47	N	3
Emusc_isoH|Emusc_isoH_12970	GT2_Chitin_synth_2(1-255)	GT2	GT2	N	3
Emusc_isoH|Emusc_isoH_12972	GT2_Chitin_synth_2(1137-1617)	GT2	GT2	N	3
Emusc_isoH|Emusc_isoH_12977	GT2_Chitin_synth_2(1119-1363)	GT2	GT2	N	3
Emusc_isoH|Emusc_isoH_13083	GH16_19(97-260)	N	CBM18+GH16_19	Y(1-20)	2
Emusc_isoH|Emusc_isoH_1316	AA2(23-261)	N	N	N	1
Emusc_isoH|Emusc_isoH_13408	GH13_8(257-550)	GH13+CBM48	CBM48+GH13_8	N	3
Emusc_isoH|Emusc_isoH_13453	AA3_2(14-456)	AA3	N	N	2
Emusc_isoH|Emusc_isoH_13475	GH18(18-381)	GH18+CBM12+CBM54	GH18	N	3
Emusc_isoH|Emusc_isoH_13518	GH15(11-235)	GH15	GH15	N	3
Emusc_isoH|Emusc_isoH_13522	GH37(29-582)	GH37	GH37	N	3
Emusc_isoH|Emusc_isoH_136	GH5_9(1-184)	GH5	N	N	2
