Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
DFQ17|DFQ17_000016-T1	GT2_Chitin_synth_2(575-1093)	GT2	GT2	N	3
DFQ17|DFQ17_000117-T1	AA11(45-182)	N	N	N	1
DFQ17|DFQ17_000160-T1	GH3(127-356)	GH3	GH3	N	3
DFQ17|DFQ17_000237-T1	GT2_Glycos_transf_2(5-175)	GT2	GT2+2.4.1.83	N	3
DFQ17|DFQ17_000278-T1	GH3(104-328)	GH3	GH3	N	3
DFQ17|DFQ17_000302-T1	GT1(151-466)	N	N	N	1
DFQ17|DFQ17_000334-T1	GH132(46-291)	N	N	N	1
DFQ17|DFQ17_000340-T1	GT20(37-502)	GT20+CBM20	GT20+2.4.1.15	N	3
DFQ17|DFQ17_000377-T1	GH18(33-357)	N	GH18	N	2
DFQ17|DFQ17_000403-T1	GH16_2(116-435)	N	GH16_2	N	2
DFQ17|DFQ17_000441-T1	GT2_Chitin_synth_2(361-800)	N	N	N	1
DFQ17|DFQ17_000485-T1	AA2(108-345)	N	AA2	Y(1-30)	2
DFQ17|DFQ17_000500-T1	GT20(5-469)	GT20+CBM20	GT20	N	3
DFQ17|DFQ17_000505-T1	GH132(48-297)	N	N	N	1
DFQ17|DFQ17_000507-T1	GT2_Glyco_trans_2_3(317-541)	N	N	Y(1-25)	1
DFQ17|DFQ17_000528-T1	GT3(17-635)	GT3	GT3	N	3
DFQ17|DFQ17_000556-T1	AA11(44-182)	N	N	N	1
DFQ17|DFQ17_000574-T1	GT1(171-446)	N	N	N	1
DFQ17|DFQ17_000668-T1	GH17(63-330)	N	N	N	1
DFQ17|DFQ17_000702-T1	AA11(45-184)	N	N	N	1
DFQ17|DFQ17_000709-T1	GH24(25-159)	N	N	N	1
DFQ17|DFQ17_000721-T1	GH72(17-320)	GH72	CBM43+GH72	N	3
DFQ17|DFQ17_000722-T1	GT1(245-431)	N	N	N	1
DFQ17|DFQ17_000730-T1	GH5_9(185-503)	GH5	GH5_9	Y(1-56)	3
DFQ17|DFQ17_000736-T1	GT8(9-306)	N	N	N	1
DFQ17|DFQ17_000767-T1	GH31(248-730)	GH31	GH31	Y(1-29)	3
DFQ17|DFQ17_000769-T1	GH31(251-733)	GH31	GH31	N	3
DFQ17|DFQ17_000889-T1	GH20(172-509)+GH20(702-1040)	GH20	GH20	N	3
DFQ17|DFQ17_000912-T1	GH18(30-395)	N	N	Y(1-24)	1
DFQ17|DFQ17_000927-T1	GT2_Chitin_synth_2(1148-1655)	GT2	GT2	N	3
DFQ17|DFQ17_000976-T1	GT57(1-284)	GT57	N	N	2
DFQ17|DFQ17_001004-T1	GT66(14-658)	GT66	GT66	N	3
DFQ17|DFQ17_001042-T1	AA11(25-195)	N	N	Y(1-37)	1
DFQ17|DFQ17_001073-T1	AA3_2(23-583)	AA3	AA3	N	3
DFQ17|DFQ17_001089-T1	CE1(24-285)	N	N	N	1
DFQ17|DFQ17_001141-T1	GH47(1-377)	GH47	GH47	N	3
DFQ17|DFQ17_001205-T1	GH13_5(32-379)	GH13+CBM20	GH13_5+3.2.1.1	N	3
DFQ17|DFQ17_001248-T1	GH18(55-303)	CBM1	GH18	N	3
DFQ17|DFQ17_001259-T1	GH47(11-185)	N	N	N	1
DFQ17|DFQ17_001260-T1	GH47(16-187)	N	N	N	1
DFQ17|DFQ17_001334-T1	GT1(295-477)	GT1	N	N	2
DFQ17|DFQ17_001335-T1	GT1(254-442)	N	N	N	1
DFQ17|DFQ17_001380-T1	GH37(61-622)	GH37	GH37	N	3
DFQ17|DFQ17_001388-T1	GH5_9(149-463)	GH5	GH5_9	N	3
DFQ17|DFQ17_001389-T1	GH47(98-553)	GH47	GH47	N	3
DFQ17|DFQ17_001465-T1	AA11(30-172)	N	N	N	1
DFQ17|DFQ17_001471-T1	AA11(37-175)	N	N	N	1
DFQ17|DFQ17_001472-T1	GT1(274-445)	N	N	N	1
DFQ17|DFQ17_001543-T1	GH13_8(306-599)	GH13+CBM48	CBM48+GH13_8	N	3
DFQ17|DFQ17_001550-T1	GH16_19(108-264)	N	N	Y(1-25)	1
DFQ17|DFQ17_001596-T1	GH18(21-361)	CBM14	N	Y(1-53)	2
DFQ17|DFQ17_001597-T1	GH18(31-365)	CBM12+CBM55	N	Y(1-20)	2
DFQ17|DFQ17_001625-T1	GT2_Chitin_synth_2(1141-1649)	GT2	GT2	N	3
DFQ17|DFQ17_001671-T1	AA7(54-491)	N	N	Y(1-22)	1
DFQ17|DFQ17_001733-T1	GH16_19(117-285)	N	N	Y(1-21)	1
