HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2_Chitin_synth_2.hmm	527	DFQ17|DFQ17_000016-T1	1278	8.1e-267	19	527	575	1093	0.9639468690702088
AA11.hmm	191	DFQ17|DFQ17_000117-T1	209	6e-34	14	162	45	182	0.774869109947644
GH3.hmm	216	DFQ17|DFQ17_000160-T1	780	6.7e-56	4	215	127	356	0.9768518518518519
GT2_Glycos_transf_2.hmm	170	DFQ17|DFQ17_000237-T1	237	2.3e-35	1	169	5	175	0.9882352941176471
GH3.hmm	216	DFQ17|DFQ17_000278-T1	755	7.7e-57	3	208	104	328	0.9490740740740741
GT1.hmm	382	DFQ17|DFQ17_000302-T1	584	2.9e-26	99	352	151	466	0.662303664921466
GH132.hmm	303	DFQ17|DFQ17_000334-T1	303	2.5e-60	34	292	46	291	0.8514851485148515
GT20.hmm	475	DFQ17|DFQ17_000340-T1	505	3.6e-191	10	473	37	502	0.9747368421052631
GH18.hmm	296	DFQ17|DFQ17_000377-T1	431	5.3e-61	18	282	33	357	0.8918918918918919
GH16_2.hmm	326	DFQ17|DFQ17_000403-T1	487	1.1e-130	1	326	116	435	0.9969325153374233
GT2_Chitin_synth_2.hmm	527	DFQ17|DFQ17_000441-T1	1190	1.1e-81	24	491	361	800	0.8861480075901328
AA2.hmm	255	DFQ17|DFQ17_000485-T1	361	3e-54	16	253	108	345	0.9294117647058824
GT20.hmm	475	DFQ17|DFQ17_000500-T1	471	4.1e-193	11	474	5	469	0.9747368421052631
GH132.hmm	303	DFQ17|DFQ17_000505-T1	307	1.4e-60	32	294	48	297	0.8646864686468647
GT2_Glyco_trans_2_3.hmm	197	DFQ17|DFQ17_000507-T1	807	5.4e-21	3	196	317	541	0.9796954314720813
GT3.hmm	637	DFQ17|DFQ17_000528-T1	697	9.8e-295	1	623	17	635	0.9764521193092621
AA11.hmm	191	DFQ17|DFQ17_000556-T1	209	1.1e-33	13	162	44	182	0.7801047120418848
GT1.hmm	382	DFQ17|DFQ17_000574-T1	565	2.6e-27	126	351	171	446	0.5890052356020943
GH17.hmm	311	DFQ17|DFQ17_000668-T1	339	4.2e-30	2	306	63	330	0.977491961414791
AA11.hmm	191	DFQ17|DFQ17_000702-T1	210	4.9e-30	14	163	45	184	0.7801047120418848
GH24.hmm	137	DFQ17|DFQ17_000709-T1	171	3.7e-28	3	137	25	159	0.9781021897810219
GH72.hmm	312	DFQ17|DFQ17_000721-T1	502	2.3e-116	4	311	17	320	0.9839743589743589
GT1.hmm	382	DFQ17|DFQ17_000722-T1	592	6.7e-20	187	328	245	431	0.36910994764397903
GH5_9.hmm	303	DFQ17|DFQ17_000730-T1	534	1.4e-97	1	303	185	503	0.9966996699669967
GT8.hmm	257	DFQ17|DFQ17_000736-T1	344	4.1e-40	18	256	9	306	0.9260700389105059
GH31.hmm	427	DFQ17|DFQ17_000767-T1	852	2e-146	3	427	248	730	0.9929742388758782
GH31.hmm	427	DFQ17|DFQ17_000769-T1	867	3e-147	3	427	251	733	0.9929742388758782
GH20.hmm	337	DFQ17|DFQ17_000889-T1	1090	8.3e-97	7	336	172	509	0.9762611275964391
GH20.hmm	337	DFQ17|DFQ17_000889-T1	1090	5e-98	6	336	702	1040	0.9792284866468842
GH18.hmm	296	DFQ17|DFQ17_000912-T1	466	4.1e-54	2	285	30	395	0.956081081081081
GT2_Chitin_synth_2.hmm	527	DFQ17|DFQ17_000927-T1	1870	7e-233	4	527	1148	1655	0.9924098671726755
GT57.hmm	481	DFQ17|DFQ17_000976-T1	576	7.7e-65	146	465	1	284	0.6632016632016632
GT66.hmm	693	DFQ17|DFQ17_001004-T1	730	1.4e-183	10	599	14	658	0.84992784992785
AA11.hmm	191	DFQ17|DFQ17_001042-T1	331	8.7e-47	1	176	25	195	0.9162303664921466
AA3_2.hmm	568	DFQ17|DFQ17_001073-T1	584	9.9e-106	2	566	23	583	0.9929577464788732
CE1.hmm	227	DFQ17|DFQ17_001089-T1	292	5.5e-40	1	224	24	285	0.9823788546255506
GH47.hmm	446	DFQ17|DFQ17_001141-T1	459	2.6e-115	48	445	1	377	0.8901345291479821
GH13_5.hmm	342	DFQ17|DFQ17_001205-T1	490	1.7e-123	2	340	32	379	0.9883040935672515
GH18.hmm	296	DFQ17|DFQ17_001248-T1	463	7.4e-26	5	201	55	303	0.6621621621621622
GH47.hmm	446	DFQ17|DFQ17_001259-T1	261	5.5e-32	252	445	11	185	0.4327354260089686
GH47.hmm	446	DFQ17|DFQ17_001260-T1	187	3.3e-34	1	164	16	187	0.3654708520179372
GT1.hmm	382	DFQ17|DFQ17_001334-T1	591	1.9e-27	214	351	295	477	0.3586387434554974
GT1.hmm	382	DFQ17|DFQ17_001335-T1	496	5.4e-31	197	352	254	442	0.40575916230366493
GH37.hmm	491	DFQ17|DFQ17_001380-T1	639	1.1e-142	1	490	61	622	0.9959266802443992
GH5_9.hmm	303	DFQ17|DFQ17_001388-T1	499	7.7e-106	1	303	149	463	0.9966996699669967
GH47.hmm	446	DFQ17|DFQ17_001389-T1	555	1e-158	1	446	98	553	0.9977578475336323
AA11.hmm	191	DFQ17|DFQ17_001465-T1	224	1.6e-38	12	169	30	172	0.8219895287958116
AA11.hmm	191	DFQ17|DFQ17_001471-T1	222	1.3e-34	9	163	37	175	0.806282722513089
GT1.hmm	382	DFQ17|DFQ17_001472-T1	560	1.7e-25	214	352	274	445	0.3612565445026178
GH13_8.hmm	293	DFQ17|DFQ17_001543-T1	778	9.2e-150	1	293	306	599	0.9965870307167235
GH16_19.hmm	174	DFQ17|DFQ17_001550-T1	383	1.3e-48	5	172	108	264	0.9597701149425287
GH18.hmm	296	DFQ17|DFQ17_001596-T1	501	1.4e-74	4	282	21	361	0.9391891891891891
GH18.hmm	296	DFQ17|DFQ17_001597-T1	655	1.4e-72	5	282	31	365	0.9358108108108109
GT2_Chitin_synth_2.hmm	527	DFQ17|DFQ17_001625-T1	1819	2.7e-229	5	526	1141	1649	0.9886148007590133
AA7.hmm	458	DFQ17|DFQ17_001671-T1	493	1.2e-95	5	458	54	491	0.9890829694323144
