HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_8.hmm	293	N168|N168.mRNA.100.1	480	3.9e-106	64	293	91	321	0.7815699658703071
GT5.hmm	472	N168|N168.mRNA.10056.1	509	1.1e-49	2	410	11	493	0.864406779661017
GT2_Chitin_synth_2.hmm	527	N168|N168.mRNA.1006.1	757	1.9e-81	182	499	415	733	0.6015180265654649
GH5_9.hmm	303	N168|N168.mRNA.10063.1	499	2.5e-110	1	303	148	464	0.9966996699669967
PL38.hmm	279	N168|N168.mRNA.1007.1	347	6.8e-80	1	271	55	323	0.967741935483871
GT34.hmm	246	N168|N168.mRNA.1008.1	154	5e-22	88	241	1	130	0.6219512195121951
GH24.hmm	137	N168|N168.mRNA.1023.1	259	1.9e-44	1	137	107	245	0.9927007299270073
PL38.hmm	279	N168|N168.mRNA.1025.1	449	1.1e-100	1	274	101	374	0.978494623655914
GT2_Glyco_tranf_2_3.hmm	230	N168|N168.mRNA.1084.1	331	3.6e-31	3	230	52	285	0.9869565217391304
CE4.hmm	130	N168|N168.mRNA.1216.1	126	8.9e-23	6	95	33	124	0.6846153846153846
GT2_Chitin_synth_1.hmm	163	N168|N168.mRNA.127.1	638	1.3e-72	1	163	167	330	0.9938650306748467
CE16.hmm	267	N168|N168.mRNA.1280.1	265	1e-16	2	266	2	258	0.9887640449438202
GT48.hmm	739	N168|N168.mRNA.1292.1	1406	2.8e-223	2	466	891	1401	0.6278755074424899
GH18.hmm	296	N168|N168.mRNA.1437.1	567	5.6e-27	3	222	28	283	0.7398648648648649
AA11.hmm	191	N168|N168.mRNA.1476.1	286	1.5e-40	1	163	22	176	0.8481675392670157
GH31.hmm	427	N168|N168.mRNA.1500.1	935	1.3e-155	2	427	276	806	0.9953161592505855
CE4.hmm	130	N168|N168.mRNA.1501.1	279	1.3e-32	7	126	34	156	0.9153846153846154
CE4.hmm	130	N168|N168.mRNA.1502.1	424	3.5e-32	7	126	34	156	0.9153846153846154
GT2_Chitin_synth_1.hmm	163	N168|N168.mRNA.1520.1	475	4.8e-34	1	98	266	362	0.5950920245398773
GT2_Chitin_synth_1.hmm	163	N168|N168.mRNA.1521.1	373	3.3e-55	1	163	37	180	0.9938650306748467
GH16_19.hmm	174	N168|N168.mRNA.1528.1	446	4.8e-54	20	172	189	340	0.8735632183908046
GH18.hmm	296	N168|N168.mRNA.1541.1	321	1.1e-26	4	198	29	269	0.6554054054054054
GH152.hmm	216	N168|N168.mRNA.1577.1	266	2.2e-73	1	215	45	266	0.9907407407407407
GT4.hmm	160	N168|N168.mRNA.1579.1	439	1.1e-30	7	150	188	329	0.89375
