Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
N168|N168.mRNA.3403.1	EAA65303.1|GT0|	65.3	320	109	1	7	324	1236	1555	8.55e-133	417
N168|N168.mRNA.5386.1	QCD84628.1|CBM43|	48.7	743	358	9	1	740	436	1158	3.86e-240	705
N168|N168.mRNA.4387.1	AMJ52388.1|GT20|	45.2	484	155	7	17	391	158	640	4.65e-127	390
N168|N168.mRNA.8897.1	QKX55195.1|GT2|	53.7	1052	452	15	71	1091	413	1460	0.0	1020
N168|N168.mRNA.6557.1	CDS08031.1|GT2|	45.5	1701	803	31	10	1613	13	1686	0.0	1386
N168|N168.mRNA.5359.1	AIE96983.1|GT7|	33.1	1260	662	23	27	1179	7	1192	8.34e-207	656
N168|N168.mRNA.6181.1	QKX64719.1|GT31|	43.4	479	246	8	1	456	48	524	3.04e-119	375
N168|N168.mRNA.6984.1	CDI51946.1|GT3|	72.1	646	165	3	5	638	11	653	0.0	981
N168|N168.mRNA.6804.1	EAA64118.1|CBM20|GH15|	43.1	541	277	10	8	527	694	1224	4.89e-147	459
N168|N168.mRNA.1554.1	CBX99002.1|GH18|	63.8	301	85	4	3	279	2	302	5.07e-129	389
N168|N168.mRNA.9250.1	CDS13453.1|PL38|	43.5	405	209	1	3	407	32	416	1.21e-109	335
N168|N168.mRNA.1292.1	CDS03806.1|GT48|	52.0	1420	593	22	8	1401	29	1386	0.0	1364
N168|N168.mRNA.5349.1	BAY90071.1|GT2|	33.1	1156	687	30	556	1667	2131	3244	2.30e-144	501
N168|N168.mRNA.2268.1	CDS04796.1|CE9|	49.5	386	163	6	8	362	35	419	1.18e-126	375
N168|N168.mRNA.401.1	VUW72999.1|AA1|	41.8	479	253	9	211	672	160	629	8.87e-106	353
N168|N168.mRNA.8572.1	QKX55195.1|GT2|	53.8	981	374	20	1	908	467	1441	0.0	951
N168|N168.mRNA.4273.1	AVM55139.1|GH65|	33.3	651	378	16	4	620	732	1360	1.06e-104	350
