# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	Zoorad1|Zoorad1_407032	2955.1	2943	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	Zoorad1|Zoorad1_17212	1230.7	2178	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	Zoorad1|Zoorad1_218845	3007.3	1786	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Complete	Zoorad1|Zoorad1_458062	1629.5	1354	https://www.orthodb.org/v10?query=3534at4751	SNF2-related, N-terminal domain
4409at4751	Complete	Zoorad1|Zoorad1_471873	1131.4	1637	https://www.orthodb.org/v10?query=4409at4751	Armadillo-type fold
4466at4751	Complete	Zoorad1|Zoorad1_863250	1782.7	1852	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	Zoorad1|Zoorad1_468635	3115.8	1895	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	Zoorad1|Zoorad1_403213	639.3	937	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	Zoorad1|Zoorad1_454281	419.4	1093	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	Zoorad1|Zoorad1_852596	817.5	792	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	Zoorad1|Zoorad1_391032	1130.1	900	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	Zoorad1|Zoorad1_864658	1804.8	1414	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	Zoorad1|Zoorad1_459527	636.9	1032	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Fragmented	Zoorad1|Zoorad1_59217	134.9	412	https://www.orthodb.org/v10?query=7545at4751	Anaphase-promoting complex subunit 1
8406at4751	Complete	Zoorad1|Zoorad1_371658	557.3	655	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	Zoorad1|Zoorad1_485467	2058.9	1402	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Missing
10531at4751	Complete	Zoorad1|Zoorad1_467712	592.5	820	https://www.orthodb.org/v10?query=10531at4751	Rapamycin-insensitive companion of mTOR, domain 4
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Complete	Zoorad1|Zoorad1_167772	1429.1	992	https://www.orthodb.org/v10?query=12258at4751	Phosphoribosylformylglycinamidine synthase
12812at4751	Complete	Zoorad1|Zoorad1_462880	268.0	486	https://www.orthodb.org/v10?query=12812at4751	WD40/YVTN repeat-like-containing domain superfamily
12959at4751	Missing
13224at4751	Fragmented	Zoorad1|Zoorad1_450969	204.4	618	https://www.orthodb.org/v10?query=13224at4751	Nucleoporin, Nup133/Nup155-like, N-terminal
13605at4751	Complete	Zoorad1|Zoorad1_470666	543.3	1311	https://www.orthodb.org/v10?query=13605at4751	clathrin-coated vesicle protein
14295at4751	Duplicated	Zoorad1|Zoorad1_866067	1305.2	795	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14295at4751	Duplicated	Zoorad1|Zoorad1_867428	1144.5	815	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Complete	Zoorad1|Zoorad1_493422	1636.8	1371	https://www.orthodb.org/v10?query=14441at4751	DNA-directed RNA polymerase subunit
14523at4751	Complete	Zoorad1|Zoorad1_468466	909.6	886	https://www.orthodb.org/v10?query=14523at4751	Exportin-1
