#	promoter	start	end	length
1	gene_7592	24847	25897	1051
2	gene_7593	33757	34807	1051
3	gene_7594	54014	55064	1051
4	gene_7595	122083	123133	1051
5	gene_7596	160159	161209	1051
6	gene_7597	182097	183147	1051
7	gene_7598	227882	228932	1051
8	gene_7599	232838	233888	1051
9	gene_7600	257359	258409	1051
10	gene_7601	283804	284854	1051
11	gene_7602	303139	304189	1051
12	gene_7603	330049	331099	1051
13	gene_7604	344129	345179	1051
14	gene_7605	353290	354340	1051
15	gene_7606	380082	381132	1051
16	gene_7607	406152	407202	1051
17	gene_7608	431623	432673	1051
18	gene_7609	483156	484206	1051
