HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH16_3.hmm	230	DSO57v2|DSO57v2_000014-T1	295	1.6e-57	2	230	29	294	0.991304347826087
GH37.hmm	491	DSO57v2|DSO57v2_000087-T1	604	2.1e-150	3	490	43	586	0.9918533604887984
GH37.hmm	491	DSO57v2|DSO57v2_000088-T1	604	2.1e-150	3	490	43	586	0.9918533604887984
GH17.hmm	311	DSO57v2|DSO57v2_000332-T1	232	1.2e-26	88	304	49	220	0.6945337620578779
GT2_Chitin_synth_2.hmm	527	DSO57v2|DSO57v2_000374-T1	529	8.4e-191	112	526	1	401	0.7855787476280834
GH47.hmm	446	DSO57v2|DSO57v2_000409-T1	458	2.6e-126	2	446	30	456	0.9955156950672646
AA11.hmm	191	DSO57v2|DSO57v2_000421-T1	201	2.1e-41	11	163	35	174	0.7958115183246073
AA11.hmm	191	DSO57v2|DSO57v2_000422-T1	285	1.4e-45	1	163	20	176	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_000423-T1	285	1.4e-45	1	163	20	176	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_000424-T1	293	5.3e-41	12	167	41	178	0.8115183246073299
AA11.hmm	191	DSO57v2|DSO57v2_000425-T1	292	1.1e-43	11	163	38	177	0.7958115183246073
AA11.hmm	191	DSO57v2|DSO57v2_000427-T1	292	4.5e-44	11	163	38	177	0.7958115183246073
GH47.hmm	446	DSO57v2|DSO57v2_000599-T1	472	1.2e-141	1	446	39	470	0.9977578475336323
GT15.hmm	273	DSO57v2|DSO57v2_000606-T1	257	1.4e-76	1	207	51	257	0.7545787545787546
GH17.hmm	311	DSO57v2|DSO57v2_000678-T1	290	2.3e-24	2	304	21	282	0.9710610932475884
GH16_19.hmm	174	DSO57v2|DSO57v2_000688-T1	264	6.1e-49	4	173	73	235	0.9712643678160919
GH16_19.hmm	174	DSO57v2|DSO57v2_000689-T1	294	3.9e-53	4	174	97	260	0.9770114942528736
GH16_19.hmm	174	DSO57v2|DSO57v2_000690-T1	289	7.5e-53	3	174	97	261	0.9827586206896551
GH16_19.hmm	174	DSO57v2|DSO57v2_000703-T1	289	9.4e-53	3	174	97	261	0.9827586206896551
GH16_19.hmm	174	DSO57v2|DSO57v2_000704-T1	294	4.7e-53	4	174	97	260	0.9770114942528736
GH16_19.hmm	174	DSO57v2|DSO57v2_000705-T1	264	1.3e-48	4	173	73	235	0.9712643678160919
GH20.hmm	337	DSO57v2|DSO57v2_000713-T1	535	5.8e-60	3	336	145	461	0.9881305637982196
GH20.hmm	337	DSO57v2|DSO57v2_000714-T1	713	4.9e-61	4	336	146	462	0.9851632047477745
GH37.hmm	491	DSO57v2|DSO57v2_000904-T1	606	1.6e-146	3	490	43	588	0.9918533604887984
GT48.hmm	739	DSO57v2|DSO57v2_001018-T1	1635	1.6e-286	1	727	758	1530	0.9824086603518268
GT1.hmm	382	DSO57v2|DSO57v2_001029-T1	397	7.1e-29	169	353	103	332	0.4816753926701571
AA11.hmm	191	DSO57v2|DSO57v2_001195-T1	223	1.8e-42	1	163	14	170	0.8481675392670157
GH16_19.hmm	174	DSO57v2|DSO57v2_001283-T1	289	7.6e-54	3	174	100	263	0.9827586206896551
GH16_19.hmm	174	DSO57v2|DSO57v2_001284-T1	291	1.2e-54	5	174	103	264	0.9712643678160919
GH16_19.hmm	174	DSO57v2|DSO57v2_001285-T1	290	1.4e-55	3	174	102	265	0.9827586206896551
GT69.hmm	239	DSO57v2|DSO57v2_001407-T1	421	1.3e-58	1	237	86	346	0.9874476987447699
GT69.hmm	239	DSO57v2|DSO57v2_001408-T1	417	5.9e-57	1	237	92	352	0.9874476987447699
GH31.hmm	427	DSO57v2|DSO57v2_001650-T1	918	2.5e-158	2	427	321	764	0.9953161592505855
GH47.hmm	446	DSO57v2|DSO57v2_001792-T1	473	3.3e-129	1	439	36	465	0.9820627802690582
GH47.hmm	446	DSO57v2|DSO57v2_001792-T2	697	1.7e-132	1	445	36	471	0.9955156950672646
GH47.hmm	446	DSO57v2|DSO57v2_001792-T3	607	1.6e-115	44	445	1	381	0.899103139013453
GH47.hmm	446	DSO57v2|DSO57v2_001792-T4	684	8.5e-131	1	445	12	458	0.9955156950672646
GT66.hmm	693	DSO57v2|DSO57v2_001797-T1	725	1.2e-180	9	600	13	650	0.8528138528138528
GT3.hmm	637	DSO57v2|DSO57v2_001858-T1	680	3.1e-271	1	629	18	622	0.9858712715855573
GT76.hmm	407	DSO57v2|DSO57v2_001906-T1	390	1.1e-109	45	407	11	390	0.8894348894348895
GH20.hmm	337	DSO57v2|DSO57v2_001918-T1	797	3.8e-33	10	316	159	464	0.9080118694362018
GH20.hmm	337	DSO57v2|DSO57v2_001918-T2	658	2.4e-33	10	316	20	325	0.9080118694362018
AA1.hmm	943	DSO57v2|DSO57v2_002158-T1	542	5.5e-63	450	794	34	386	0.3647932131495228
AA11.hmm	191	DSO57v2|DSO57v2_002249-T1	227	7.7e-45	1	163	15	172	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002250-T1	275	3.1e-43	1	163	15	172	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002311-T1	392	2.9e-40	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002314-T1	392	2.9e-40	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002318-T1	430	9.2e-41	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002319-T1	352	9e-40	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002320-T1	390	1.8e-41	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002322-T1	352	3e-41	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002325-T1	125	1.2e-25	11	130	19	124	0.6230366492146597
AA11.hmm	191	DSO57v2|DSO57v2_002327-T1	405	1.8e-42	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002328-T1	405	1.2e-42	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002329-T1	405	1.7e-42	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002330-T1	405	1.6e-39	1	163	15	169	0.8481675392670157
AA11.hmm	191	DSO57v2|DSO57v2_002332-T1	381	1.7e-41	1	163	15	169	0.8481675392670157
GH18.hmm	296	DSO57v2|DSO57v2_002416-T1	395	7.7e-65	3	285	15	385	0.9527027027027027
GH18.hmm	296	DSO57v2|DSO57v2_002418-T1	399	1.2e-66	3	289	15	389	0.9662162162162162
GH13_8.hmm	293	DSO57v2|DSO57v2_002861-T1	492	2.1e-154	1	293	26	319	0.9965870307167235
GH16_19.hmm	174	DSO57v2|DSO57v2_003129-T1	212	5.4e-42	41	174	1	123	0.764367816091954
GH16_19.hmm	174	DSO57v2|DSO57v2_003160-T1	365	1.6e-45	3	174	106	266	0.9827586206896551
CE4.hmm	130	DSO57v2|DSO57v2_003164-T1	339	1.1e-27	7	125	112	233	0.9076923076923077
GH18.hmm	296	DSO57v2|DSO57v2_003167-T1	609	1.1e-78	3	281	159	527	0.9391891891891891
GH16_19.hmm	174	DSO57v2|DSO57v2_003286-T1	247	1.7e-49	22	174	80	224	0.8735632183908046
GH16_19.hmm	174	DSO57v2|DSO57v2_003294-T1	449	3e-49	22	174	274	424	0.8735632183908046
AA11.hmm	191	DSO57v2|DSO57v2_003325-T1	268	2.7e-42	11	163	31	170	0.7958115183246073
AA11.hmm	191	DSO57v2|DSO57v2_003328-T1	215	6.8e-37	12	144	22	141	0.6910994764397905
AA11.hmm	191	DSO57v2|DSO57v2_003329-T1	215	3.7e-37	12	144	22	141	0.6910994764397905
GT33.hmm	425	DSO57v2|DSO57v2_003396-T1	454	1.3e-143	2	424	14	451	0.9929411764705882
GT24.hmm	248	DSO57v2|DSO57v2_003424-T1	1501	2.6e-130	1	248	1210	1457	0.9959677419354839
GH72.hmm	312	DSO57v2|DSO57v2_003558-T1	496	1.4e-121	4	310	13	316	0.9807692307692307
GH20.hmm	337	DSO57v2|DSO57v2_003662-T1	526	1.5e-59	7	335	152	475	0.973293768545994
AA3_2.hmm	568	DSO57v2|DSO57v2_003943-T1	576	1.6e-107	2	566	18	575	0.9929577464788732
GT2_Chitin_synth_2.hmm	527	DSO57v2|DSO57v2_003951-T1	663	2.4e-250	22	526	62	557	0.9563567362428842
GH47.hmm	446	DSO57v2|DSO57v2_004250-T1	531	7.3e-128	2	446	101	529	0.9955156950672646
AA7.hmm	458	DSO57v2|DSO57v2_004257-T1	492	1.6e-76	6	213	49	259	0.4519650655021834
AA7.hmm	458	DSO57v2|DSO57v2_004259-T1	498	2e-76	6	213	46	256	0.4519650655021834
AA7.hmm	458	DSO57v2|DSO57v2_004265-T1	551	2.9e-70	5	458	110	537	0.9890829694323144
AA7.hmm	458	DSO57v2|DSO57v2_004267-T1	551	2.9e-70	5	458	110	537	0.9890829694323144
AA7.hmm	458	DSO57v2|DSO57v2_004268-T1	483	1.6e-70	6	213	54	264	0.4519650655021834
AA7.hmm	458	DSO57v2|DSO57v2_004269-T1	483	2.7e-72	6	214	54	265	0.45414847161572053
GH17.hmm	311	DSO57v2|DSO57v2_004325-T1	302	4.1e-26	12	306	44	294	0.9453376205787781
GH17.hmm	311	DSO57v2|DSO57v2_004327-T1	292	3.3e-29	2	305	22	282	0.9742765273311897
GT33.hmm	425	DSO57v2|DSO57v2_004590-T1	454	7.6e-144	2	424	14	451	0.9929411764705882
AA3_2.hmm	568	DSO57v2|DSO57v2_004640-T1	581	8.3e-103	2	565	21	579	0.9911971830985915
AA3_2.hmm	568	DSO57v2|DSO57v2_004641-T1	562	5.8e-102	2	565	4	560	0.9911971830985915
AA3_2.hmm	568	DSO57v2|DSO57v2_004642-T1	569	1.6e-106	2	566	14	568	0.9929577464788732
AA3_2.hmm	568	DSO57v2|DSO57v2_004644-T1	576	1.5e-105	2	567	15	575	0.9947183098591549
AA3_2.hmm	568	DSO57v2|DSO57v2_004645-T1	574	3.1e-101	2	566	15	573	0.9929577464788732
GH24.hmm	137	DSO57v2|DSO57v2_004662-T1	167	4.3e-30	1	137	19	157	0.9927007299270073
GH3.hmm	216	DSO57v2|DSO57v2_004810-T1	677	3.2e-59	3	215	27	256	0.9814814814814815
GH3.hmm	216	DSO57v2|DSO57v2_004814-T1	189	9.4e-28	3	96	94	187	0.4305555555555556
GH18.hmm	296	DSO57v2|DSO57v2_004876-T1	428	1.5e-27	3	198	19	258	0.6587837837837838
AA7.hmm	458	DSO57v2|DSO57v2_004897-T1	485	2.4e-75	6	214	46	257	0.45414847161572053
AA7.hmm	458	DSO57v2|DSO57v2_004901-T1	248	6e-57	6	170	46	211	0.35807860262008734
AA7.hmm	458	DSO57v2|DSO57v2_004902-T1	484	1.8e-74	6	203	46	250	0.43013100436681223
GH18.hmm	296	DSO57v2|DSO57v2_005079-T1	541	1.5e-23	4	252	57	367	0.8378378378378378
AA6.hmm	195	DSO57v2|DSO57v2_005142-T1	665	2.3e-71	1	194	21	214	0.9897435897435898
GT1.hmm	382	DSO57v2|DSO57v2_005475-T1	543	1.2e-26	190	350	225	430	0.418848167539267
GH18.hmm	296	DSO57v2|DSO57v2_005488-T1	546	2.6e-76	3	284	18	381	0.9493243243243243
GH18.hmm	296	DSO57v2|DSO57v2_005496-T1	416	1.1e-73	4	284	14	383	0.9459459459459459
GH18.hmm	296	DSO57v2|DSO57v2_005497-T1	419	4.3e-73	4	284	14	383	0.9459459459459459
GH81.hmm	622	DSO57v2|DSO57v2_005550-T1	654	1.3e-168	14	622	29	647	0.977491961414791
AA11.hmm	191	DSO57v2|DSO57v2_005617-T1	209	1.9e-36	11	163	38	176	0.7958115183246073
AA11.hmm	191	DSO57v2|DSO57v2_005620-T1	210	3.1e-39	1	164	16	176	0.8534031413612565
GH18.hmm	296	DSO57v2|DSO57v2_005732-T1	425	9e-55	23	282	36	367	0.875
AA2.hmm	255	DSO57v2|DSO57v2_005996-T1	208	2.7e-24	14	141	23	152	0.4980392156862745
CBM21.hmm	107	DSO57v2|DSO57v2_006136-T1	316	3.4e-25	3	106	59	166	0.9626168224299065
GT20.hmm	475	DSO57v2|DSO57v2_006160-T1	232	1.9e-90	10	226	10	227	0.45473684210526316
GH18.hmm	296	DSO57v2|DSO57v2_006198-T1	523	9e-70	2	284	18	402	0.9527027027027027
GH18.hmm	296	DSO57v2|DSO57v2_006204-T1	522	5.2e-71	2	284	18	401	0.9527027027027027
GH18.hmm	296	DSO57v2|DSO57v2_006205-T1	419	1.1e-69	3	284	33	408	0.9493243243243243
GH18.hmm	296	DSO57v2|DSO57v2_006207-T1	403	1.2e-73	3	284	18	392	0.9493243243243243
GH18.hmm	296	DSO57v2|DSO57v2_006209-T1	510	9.3e-70	2	284	18	394	0.9527027027027027
AA2.hmm	255	DSO57v2|DSO57v2_006508-T1	269	7.8e-47	14	253	23	261	0.9372549019607843
GT48.hmm	739	DSO57v2|DSO57v2_006558-T1	1909	1.1e-291	3	726	872	1637	0.9783491204330176
GH47.hmm	446	DSO57v2|DSO57v2_006683-T1	505	2.4e-128	2	446	75	503	0.9955156950672646
AA3_2.hmm	568	DSO57v2|DSO57v2_006974-T1	612	2.8e-93	3	567	18	608	0.9929577464788732
AA3_2.hmm	568	DSO57v2|DSO57v2_006978-T1	614	3e-95	2	567	18	610	0.9947183098591549
AA11.hmm	191	DSO57v2|DSO57v2_007034-T1	223	1.8e-42	1	163	14	170	0.8481675392670157
GH5_9.hmm	303	DSO57v2|DSO57v2_007364-T1	495	5.4e-106	1	303	150	462	0.9966996699669967
GH5_9.hmm	303	DSO57v2|DSO57v2_007367-T1	500	7.3e-106	1	303	152	464	0.9966996699669967
GH5_9.hmm	303	DSO57v2|DSO57v2_007372-T1	500	3.6e-104	1	303	151	463	0.9966996699669967
GT39.hmm	223	DSO57v2|DSO57v2_007415-T1	237	5.5e-30	2	125	90	228	0.5515695067264574
GH3.hmm	216	DSO57v2|DSO57v2_007625-T1	776	4.2e-59	3	215	126	355	0.9814814814814815
GH3.hmm	216	DSO57v2|DSO57v2_007625-T2	763	4e-59	3	215	113	342	0.9814814814814815
GH3.hmm	216	DSO57v2|DSO57v2_007628-T1	317	7.4e-57	3	207	71	285	0.9444444444444444
GH18.hmm	296	DSO57v2|DSO57v2_007794-T1	375	4.5e-26	2	204	22	271	0.6824324324324325
GH37.hmm	491	DSO57v2|DSO57v2_007960-T1	606	9.2e-140	3	490	43	588	0.9918533604887984
GH13_5.hmm	342	DSO57v2|DSO57v2_007998-T1	488	4.9e-146	2	341	32	371	0.9912280701754386
GH13_5.hmm	342	DSO57v2|DSO57v2_008002-T1	488	4.6e-142	2	341	32	371	0.9912280701754386
GH5_9.hmm	303	DSO57v2|DSO57v2_008013-T1	192	9e-30	157	291	2	143	0.44224422442244227
GH5_9.hmm	303	DSO57v2|DSO57v2_008015-T1	415	5.1e-98	1	303	77	386	0.9966996699669967
AA7.hmm	458	DSO57v2|DSO57v2_008162-T1	485	2.6e-76	6	213	46	256	0.4519650655021834
AA7.hmm	458	DSO57v2|DSO57v2_008167-T1	484	2.6e-75	6	205	46	248	0.4344978165938865
GT2_Chitin_synth_2.hmm	527	DSO57v2|DSO57v2_008255-T1	565	4.5e-23	130	488	21	392	0.6793168880455408
GH47.hmm	446	DSO57v2|DSO57v2_008565-T1	198	1.3e-62	48	245	1	190	0.44170403587443946
GT1.hmm	382	DSO57v2|DSO57v2_008600-T1	549	6.6e-29	169	353	209	438	0.4816753926701571
GT1.hmm	382	DSO57v2|DSO57v2_008601-T1	551	6.9e-29	169	353	211	440	0.4816753926701571
CE1.hmm	227	DSO57v2|DSO57v2_008644-T1	804	1.9e-17	12	209	566	783	0.8678414096916299
GH18.hmm	296	DSO57v2|DSO57v2_008646-T1	500	1.4e-64	2	284	18	387	0.9527027027027027
GT76.hmm	407	DSO57v2|DSO57v2_008838-T1	381	2.2e-96	44	407	10	381	0.8918918918918919
AA11.hmm	191	DSO57v2|DSO57v2_008858-T1	228	4.9e-27	54	163	2	109	0.5706806282722513
AA3_2.hmm	568	DSO57v2|DSO57v2_008864-T1	588	1.5e-102	2	566	13	568	0.9929577464788732
AA3_2.hmm	568	DSO57v2|DSO57v2_009094-T1	614	1.8e-96	2	567	18	610	0.9947183098591549
AA3_2.hmm	568	DSO57v2|DSO57v2_009098-T1	582	5.8e-84	17	567	2	578	0.9683098591549296
AA6.hmm	195	DSO57v2|DSO57v2_009238-T1	665	1e-70	1	194	21	214	0.9897435897435898
GH20.hmm	337	DSO57v2|DSO57v2_009284-T1	542	3e-97	5	336	152	492	0.9821958456973294
GH20.hmm	337	DSO57v2|DSO57v2_009286-T1	542	3e-97	5	336	152	492	0.9821958456973294
GH20.hmm	337	DSO57v2|DSO57v2_009288-T1	536	6.1e-98	7	336	150	488	0.9762611275964391
GH37.hmm	491	DSO57v2|DSO57v2_009564-T1	606	6.8e-149	3	489	41	587	0.9898167006109979
GT39.hmm	223	DSO57v2|DSO57v2_009641-T1	788	1.4e-70	3	223	58	298	0.9865470852017937
CE4.hmm	130	DSO57v2|DSO57v2_009659-T1	323	9.6e-19	8	125	110	230	0.9
CE4.hmm	130	DSO57v2|DSO57v2_009660-T1	279	2e-23	8	124	54	173	0.8923076923076924
CE4.hmm	130	DSO57v2|DSO57v2_009661-T1	335	8e-28	6	124	107	228	0.9076923076923077
CE4.hmm	130	DSO57v2|DSO57v2_009662-T1	292	4.3e-29	7	124	92	212	0.9
CE4.hmm	130	DSO57v2|DSO57v2_009664-T1	341	1.9e-28	6	124	110	231	0.9076923076923077
CE4.hmm	130	DSO57v2|DSO57v2_009665-T1	292	2.1e-30	7	124	92	212	0.9
CE4.hmm	130	DSO57v2|DSO57v2_009666-T1	338	4.1e-28	6	124	108	229	0.9076923076923077
CE4.hmm	130	DSO57v2|DSO57v2_009668-T1	345	1.9e-28	6	124	110	231	0.9076923076923077
GT1.hmm	382	DSO57v2|DSO57v2_009903-T1	433	8.4e-23	167	352	100	326	0.48429319371727747
