# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
494at4751	Fragmented	NODE_247216	2	1036	-	300.6	227	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Missing
1866at4751	Missing
3534at4751	Missing
4409at4751	Missing
4466at4751	Missing
4523at4751	Fragmented	NODE_230083	0	1178	-	616.3	353	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Missing
6186at4751	Missing
6272at4751	Missing
6377at4751	Fragmented	NODE_237293	35	1155	+	315.0	286	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Fragmented	NODE_83838	2	1923	-	910.8	562	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Fragmented	NODE_197600	2	1456	-	145.6	273	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Missing
8406at4751	Missing
8818at4751	Fragmented	NODE_166886	29	1426	-	661.2	429	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
10168at4751	Missing
10531at4751	Missing
11140at4751	Missing
11636at4751	Missing
11879at4751	Missing
12258at4751	Missing
12812at4751	Missing
12959at4751	Missing
13224at4751	Missing
13605at4751	Missing
14295at4751	Fragmented	NODE_157235	636	1859	+	758.7	374	https://www.orthodb.org/v10?query=14295at4751	Carbamoyl-phosphate synthase arginine-specific large chain
14441at4751	Missing
14523at4751	Missing
14793at4751	Missing
14986at4751	Duplicated	NODE_14249	1891	4660	+	744.4	682	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
14986at4751	Duplicated	NODE_59855	1278	3680	+	641.0	655	https://www.orthodb.org/v10?query=14986at4751	DNA-directed RNA polymerase
17174at4751	Missing
18809at4751	Fragmented	NODE_63812	3089	3499	-	75.2	113	https://www.orthodb.org/v10?query=18809at4751	RIC1-domain-containing protein
20600at4751	Fragmented	NODE_170892	1	1636	-	712.8	443	https://www.orthodb.org/v10?query=20600at4751	glycine dehydrogenase
20952at4751	Missing
21651at4751	Duplicated	NODE_75420	143	2840	-	522.9	564	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21651at4751	Duplicated	NODE_52148	484	3209	-	511.3	578	https://www.orthodb.org/v10?query=21651at4751	DNA topoisomerase 2
21689at4751	Missing
22982at4751	Missing
22992at4751	Missing
23198at4751	Missing
23856at4751	Fragmented	NODE_138983	0	2024	-	341.8	520	https://www.orthodb.org/v10?query=23856at4751	Transcription elongation factor Spt6
24198at4751	Fragmented	NODE_63212	2116	2460	+	55.3	46	https://www.orthodb.org/v10?query=24198at4751	Armadillo-type fold
25020at4751	Missing
25161at4751	Missing
26329at4751	Fragmented	NODE_84344	2	2710	-	793.7	630	https://www.orthodb.org/v10?query=26329at4751	DNA-directed RNA polymerase, subunit 2, hybrid-binding domain
27008at4751	Missing
29512at4751	Missing
31256at4751	Missing
31324at4751	Missing
32164at4751	Complete	NODE_24706	2237	4569	-	499.7	614	https://www.orthodb.org/v10?query=32164at4751	Importin beta-1 subunit
33984at4751	Fragmented	NODE_132038	1372	2166	+	366.6	221	https://www.orthodb.org/v10?query=33984at4751	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
34223at4751	Fragmented	NODE_133352	71	1813	-	45.2	166	https://www.orthodb.org/v10?query=34223at4751	Nucleoporin, Nup133/Nup155-like, C-terminal
34706at4751	Missing
34830at4751	Missing
36610at4751	Fragmented	NODE_210768	145	513	+	45.6	78	https://www.orthodb.org/v10?query=36610at4751	Tubulin-specific chaperone D
37028at4751	Missing
37573at4751	Complete	NODE_36762	1452	3639	+	568.4	430	https://www.orthodb.org/v10?query=37573at4751	Helicase, C-terminal
37642at4751	Missing
38031at4751	Missing
38184at4751	Missing
39833at4751	Missing
43842at4751	Missing
46090at4751	Missing
46098at4751	Complete	NODE_17408	2821	6015	-	922.5	708	https://www.orthodb.org/v10?query=46098at4751	P-loop containing nucleoside triphosphate hydrolase protein
46119at4751	Missing
