# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39650at2759	Missing
83779at2759	Missing
87842at2759	Missing
97116at2759	Fragmented	NODE_9333	1	1682	+	386.7	410
100698at2759	Complete	NODE_36762	1050	3760	+	705.2	470
142542at2759	Fragmented	NODE_104465	1	2571	+	98.4	236
156083at2759	Fragmented	NODE_230083	1	1246	-	788.0	396
160593at2759	Missing
166920at2759	Fragmented	NODE_195588	850	1475	+	91.9	151
176625at2759	Missing
179362at2759	Missing
245208at2759	Complete	NODE_39686	816	4279	-	1442.9	905
257318at2759	Complete	NODE_56061	1	2320	-	269.6	268
261328at2759	Missing
261419at2759	Missing
270107at2759	Missing
271586at2759	Missing
290630at2759	Missing
293315at2759	Fragmented	NODE_139212	1	1953	-	358.9	362
296129at2759	Fragmented	NODE_123041	1	1722	-	539.7	330
299766at2759	Missing
306227at2759	Fragmented	NODE_84915	1	2328	-	217.7	288
320059at2759	Fragmented	NODE_265472	1	587	-	313.4	175
324863at2759	Missing
325552at2759	Missing
330169at2759	Fragmented	NODE_19391	2464	4889	+	170.6	216
331411at2759	Missing
341721at2759	Fragmented	NODE_100021	369	2605	+	63.4	276
345441at2759	Complete	NODE_44020	2005	3870	-	439.0	370
355408at2759	Complete	NODE_48711	1511	3816	-	700.6	547
369837at2759	Fragmented	NODE_30335	1	1289	+	174.2	227
375960at2759	Complete	NODE_61345	2	2248	+	163.9	279
383503at2759	Complete	NODE_1588	6460	7964	-	343.9	365
388820at2759	Missing
390348at2759	Fragmented	NODE_170892	1	1634	-	437.8	332
392369at2759	Complete	NODE_68505	455	2450	+	404.0	340
396755at2759	Missing
418107at2759	Complete	NODE_106510	1	1404	-	381.5	291
426305at2759	Complete	NODE_124195	1	1883	-	347.0	383
450058at2759	Missing
453044at2759	Missing
457861at2759	Complete	NODE_69399	1082	2210	-	30.5	131
464990at2759	Complete	NODE_177023	1	1657	-	327.3	271
491869at2759	Missing
513979at2759	Fragmented	NODE_242698	1	512	+	53.4	107
543764at2759	Complete	NODE_27117	2	1444	+	201.1	249
549762at2759	Complete	NODE_15028	207	3115	-	392.3	374
551907at2759	Complete	NODE_167201	2	1754	+	214.6	294
570797at2759	Missing
582756at2759	Complete	NODE_90826	393	2162	+	225.8	343
598949at2759	Fragmented	NODE_143325	538	2038	+	217.1	259
604979at2759	Complete	NODE_92528	899	2769	-	412.4	274
621827at2759	Missing
625387at2759	Missing
655400at2759	Complete	NODE_53991	1655	3883	-	221.0	263
664730at2759	Complete	NODE_24390	3107	5098	-	647.7	349
671536at2759	Complete	NODE_29281	3456	5091	-	302.6	270
671846at2759	Missing
673132at2759	Complete	NODE_21457	442	1864	+	270.2	277
674160at2759	Fragmented	NODE_263542	1	1045	+	135.7	170
674169at2759	Missing
679187at2759	Missing
679771at2759	Complete	NODE_64559	523	1455	-	73.7	114
687505at2759	Missing
692986at2759	Missing
708105at2759	Missing
719531at2759	Complete	NODE_33186	53	4243	+	394.7	268
720340at2759	Complete	NODE_141420	2	949	+	92.8	140
721605at2759	Missing
722805at2759	Missing
734341at2759	Missing
734666at2759	Complete	NODE_29770	2226	4519	-	500.7	372
736068at2759	Missing
751335at2759	Complete	NODE_14656	1101	3008	+	241.4	263
759498at2759	Fragmented	NODE_86389	1	2502	-	305.1	297
761109at2759	Missing
768809at2759	Complete	NODE_9892	614	2320	+	275.3	252
774318at2759	Missing
777920at2759	Complete	NODE_88717	65	2720	+	392.0	336
779909at2759	Complete	NODE_140448	596	1876	-	265.3	227
801857at2759	Complete	NODE_179677	1	1531	-	232.9	211
814241at2759	Fragmented	NODE_11905	1222	1992	+	67.7	127
817008at2759	Complete	NODE_36890	137	1852	-	475.3	296
834694at2759	Fragmented	NODE_103361	1	548	-	119.7	81
836599at2759	Complete	NODE_41358	2666	4386	-	391.4	318
844748at2759	Fragmented	NODE_188343	1	1226	+	92.3	152
855834at2759	Complete	NODE_74846	1131	3151	-	150.7	310
858842at2759	Missing
865202at2759	Missing
866359at2759	Complete	NODE_104667	854	2250	-	348.2	240
869548at2759	Missing
878143at2759	Fragmented	NODE_122158	1	313	+	86.5	79
887370at2759	Fragmented	NODE_129803	438	1964	+	55.7	87
891751at2759	Complete	NODE_106106	2	1121	+	255.8	206
898782at2759	Complete	NODE_243894	1	758	-	205.5	194
901894at2759	Complete	NODE_62345	429	2670	+	217.4	329
905026at2759	Missing
911863at2759	Fragmented	NODE_99423	1	350	+	83.1	72
917326at2759	Fragmented	NODE_80354	1	1180	-	164.6	193
918816at2759	Missing
919955at2759	Complete	NODE_18984	2708	4080	-	232.4	264
923657at2759	Missing
924753at2759	Complete	NODE_228763	1	1255	+	208.8	221
931188at2759	Complete	NODE_28509	822	2909	-	374.0	344
937275at2759	Missing
937686at2759	Missing
939345at2759	Complete	NODE_32607	3507	4423	+	94.6	111
944899at2759	Complete	NODE_167844	195	1710	-	358.2	223
946128at2759	Missing
956854at2759	Missing
973442at2759	Complete	NODE_21172	641	2299	+	126.7	180
974865at2759	Missing
975158at2759	Complete	NODE_112363	530	2250	+	156.8	243
975557at2759	Complete	NODE_67154	478	3033	-	504.3	564
976469at2759	Complete	NODE_1914	8174	10283	-	134.5	223
981902at2759	Complete	NODE_1536	10547	11732	+	117.3	216
996662at2759	Missing
1001705at2759	Missing
1003258at2759	Complete	NODE_123182	726	2265	-	287.3	288
1010730at2759	Complete	NODE_40245	1088	2525	+	387.4	256
1014314at2759	Complete	NODE_56318	1659	3260	-	191.8	210
1018517at2759	Complete	NODE_102287	89	1166	-	237.8	167
1019762at2759	Fragmented	NODE_41597	214	2372	-	80.9	261
1025450at2759	Complete	NODE_17049	1895	4110	+	109.6	256
1030907at2759	Missing
1032689at2759	Complete	NODE_28114	669	2002	-	121.4	130
1038775at2759	Missing
1041560at2759	Missing
1049599at2759	Missing
1051021at2759	Complete	NODE_50765	378	2497	-	321.4	288
1053181at2759	Missing
1057950at2759	Fragmented	NODE_214739	474	1262	-	81.4	114
1065019at2759	Complete	NODE_195181	149	1405	-	317.8	264
1076134at2759	Complete	NODE_48607	1782	3936	-	175.3	178
1079130at2759	Complete	NODE_148126	1	1300	+	313.5	222
1079827at2759	Fragmented	NODE_192978	1	1527	+	278.1	184
1085752at2759	Fragmented	NODE_160703	22	1070	+	130.6	161
1087488at2759	Missing
1090038at2759	Missing
1094121at2759	Missing
1096688at2759	Complete	NODE_130898	1	1526	-	340.6	211
1106766at2759	Complete	NODE_122239	1	1669	+	113.0	167
1107630at2759	Complete	NODE_116353	458	1640	-	254.4	208
1108845at2759	Missing
1111142at2759	Complete	NODE_133720	1	1123	-	149.3	213
1112002at2759	Missing
1115196at2759	Complete	NODE_76386	731	2284	+	353.4	302
1128607at2759	Complete	NODE_98268	73	1295	-	348.1	244
1129824at2759	Missing
1138059at2759	Fragmented	NODE_66661	1	656	+	141.5	136
1157302at2759	Complete	NODE_15950	1	1173	+	356.0	203
1161199at2759	Complete	NODE_77383	1961	3029	+	85.1	147
1173229at2759	Complete	NODE_183903	57	1378	-	141.3	195
1178688at2759	Missing
1182451at2759	Fragmented	NODE_161851	1470	1809	-	64.2	47
1193442at2759	Complete	NODE_89683	446	2224	-	323.4	279
1194691at2759	Complete	NODE_76958	1194	2610	-	345.5	276
1194797at2759	Complete	NODE_19367	563	2834	+	381.2	485
1197019at2759	Complete	NODE_87626	1115	2127	+	145.4	163
1200489at2759	Complete	NODE_231699	522	1235	-	109.0	86
1217666at2759	Missing
1220881at2759	Complete	NODE_32193	1096	2712	+	111.5	143
1222562at2759	Complete	NODE_8549	5212	6727	+	145.0	115
1223488at2759	Missing
1228942at2759	Complete	NODE_147470	261	1304	-	204.5	163
1233814at2759	Missing
1236198at2759	Complete	NODE_235574	58	540	+	187.8	123
1247641at2759	Missing
1248958at2759	Missing
1249159at2759	Complete	NODE_222861	1	1058	+	74.4	157
1251252at2759	Complete	NODE_51165	260	1360	+	66.8	80
1257440at2759	Missing
1258856at2759	Complete	NODE_3932	2256	5456	-	232.9	458
1259741at2759	Complete	NODE_169257	1	1525	+	316.8	215
1260807at2759	Complete	NODE_111442	1068	2314	+	269.3	220
1264469at2759	Missing
1266231at2759	Complete	NODE_38223	1	877	-	232.9	155
1269244at2759	Missing
1269649at2759	Complete	NODE_187375	151	1263	-	273.5	166
1275837at2759	Missing
1284731at2759	Complete	NODE_266015	1	989	-	94.3	139
1287094at2759	Missing
1287401at2759	Complete	NODE_196731	1	966	+	233.3	162
1291729at2759	Missing
1304061at2759	Missing
1309031at2759	Fragmented	NODE_55758	1841	3773	+	148.4	209
1312453at2759	Missing
1314980at2759	Fragmented	NODE_131041	1	1702	-	221.9	242
1322299at2759	Complete	NODE_76005	960	3174	-	331.1	312
1322642at2759	Complete	NODE_223779	259	1289	-	177.8	156
1323575at2759	Missing
1324510at2759	Complete	NODE_139657	1	1592	-	228.7	229
1338131at2759	Complete	NODE_110554	378	1129	-	257.1	139
1339553at2759	Fragmented	NODE_2568	1	1451	+	88.0	131
1342242at2759	Fragmented	NODE_52162	1354	3926	+	112.1	111
1346165at2759	Complete	NODE_5127	5882	7955	-	146.3	190
1346432at2759	Missing
1348942at2759	Fragmented	NODE_127539	1	1111	+	34.4	51
1355894at2759	Complete	NODE_52762	245	3140	-	204.6	139
1358374at2759	Missing
1364586at2759	Missing
1370285at2759	Missing
1370304at2759	Complete	NODE_23910	1262	3352	-	66.6	331
1377237at2759	Complete	NODE_120756	276	1723	+	129.9	142
1379600at2759	Missing
1380409at2759	Missing
1382842at2759	Missing
1395649at2759	Missing
1398309at2759	Missing
1404162at2759	Missing
1405073at2759	Complete	NODE_91014	1183	2433	-	232.8	158
1405146at2759	Missing
1407446at2759	Complete	NODE_199596	726	1346	-	48.7	69
1421503at2759	Missing
1423847at2759	Complete	NODE_8433	5792	7801	-	278.2	266
1426075at2759	Missing
1428265at2759	Missing
1428854at2759	Complete	NODE_27829	3628	5141	-	387.4	348
1430056at2759	Missing
1432328at2759	Complete	NODE_3409	237	1383	-	261.0	181
1434266at2759	Missing
1440961at2759	Missing
1441854at2759	Complete	NODE_258335	194	892	-	179.2	160
1442062at2759	Fragmented	NODE_167036	1079	1551	+	40.8	50
1445102at2759	Missing
1450538at2759	Missing
1454155at2759	Missing
1455730at2759	Missing
1459797at2759	Missing
1474000at2759	Complete	NODE_92485	1278	2125	-	76.3	108
1479417at2759	Complete	NODE_42454	1075	3375	-	295.0	350
1488235at2759	Missing
1488436at2759	Missing
1490022at2759	Complete	NODE_229068	1	773	-	159.4	143
1504863at2759	Missing
1513531at2759	Missing
1525971at2759	Missing
1526152at2759	Missing
1530008at2759	Missing
1538526at2759	Missing
1545004at2759	Missing
1552706at2759	Missing
1558822at2759	Missing
1563319at2759	Missing
1567796at2759	Missing
1575179at2759	Missing
1576404at2759	Complete	NODE_144913	403	1249	+	141.4	184
1588798at2759	Complete	NODE_183155	198	1174	+	102.8	123
1593937at2759	Missing
1617752at2759	Missing
1620056at2759	Missing
1623701at2759	Complete	NODE_181942	126	1566	-	108.8	93
1626636at2759	Complete	NODE_164707	1	1055	+	93.3	214
1633672at2759	Complete	NODE_16318	4512	5277	+	139.6	82
1645187at2759	Missing
