HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT50.hmm	262	Scas|Scas_1002	485	1.6e-89	1	262	152	456	0.9961832061068703
GT15.hmm	273	Scas|Scas_10052	380	1.4e-114	1	272	66	338	0.9926739926739927
GH72.hmm	312	Scas|Scas_1006	312	3.6e-111	5	305	19	311	0.9615384615384616
GH17.hmm	311	Scas|Scas_1016	336	9.5e-28	9	306	72	327	0.954983922829582
GT1.hmm	382	Scas|Scas_10269	568	5.8e-29	76	350	121	442	0.7172774869109948
GT1.hmm	382	Scas|Scas_10270	535	1.5e-30	220	368	277	457	0.387434554973822
GT8.hmm	257	Scas|Scas_10371	371	1.4e-29	24	245	50	296	0.8599221789883269
GT76.hmm	407	Scas|Scas_10485	428	3.6e-104	2	406	15	427	0.9926289926289926
GT27.hmm	295	Scas|Scas_10490	517	1.3e-112	1	295	55	353	0.9966101694915255
GH18.hmm	296	Scas|Scas_1054	454	3.9e-58	2	282	30	433	0.9459459459459459
GT1.hmm	382	Scas|Scas_10548	472	8.9e-40	96	370	132	443	0.7172774869109948
GH37.hmm	491	Scas|Scas_10606	464	4.2e-110	130	490	1	429	0.7331975560081466
GT2_Glycos_transf_2.hmm	170	Scas|Scas_10642	238	5e-37	1	168	6	175	0.9823529411764705
GH16_4.hmm	316	Scas|Scas_10690	409	7e-72	1	316	93	407	0.9968354430379747
GH5_9.hmm	303	Scas|Scas_10953	401	4.5e-106	2	303	74	375	0.9933993399339934
GT2_Chitin_synth_2.hmm	527	Scas|Scas_11044	750	5.7e-84	10	205	556	750	0.3700189753320683
GT22.hmm	389	Scas|Scas_11112	607	3.3e-88	4	365	3	377	0.9280205655526992
GH5_9.hmm	303	Scas|Scas_11252	413	9e-102	1	303	76	387	0.9966996699669967
GT31.hmm	192	Scas|Scas_11339	379	2.4e-20	53	187	153	273	0.6979166666666666
AA3_2.hmm	568	Scas|Scas_11359	622	1.8e-161	3	568	56	612	0.9947183098591549
GT66.hmm	693	Scas|Scas_11382	362	2.1e-88	335	601	1	311	0.3838383838383838
GT66.hmm	693	Scas|Scas_11383	358	2.8e-105	10	340	26	358	0.47619047619047616
GH31.hmm	427	Scas|Scas_11446	865	4.2e-154	3	427	244	727	0.9929742388758782
GH16_4.hmm	316	Scas|Scas_116	377	6.2e-120	1	316	55	375	0.9968354430379747
GT39.hmm	223	Scas|Scas_11648	836	3.5e-71	2	223	63	304	0.9910313901345291
AA11.hmm	191	Scas|Scas_11810	368	4.8e-37	12	163	37	172	0.7905759162303665
GH72.hmm	312	Scas|Scas_11824	371	6.5e-75	108	311	2	200	0.6506410256410257
GH72.hmm	312	Scas|Scas_11826	119	4.7e-36	4	114	16	118	0.3525641025641026
AA3.hmm	618	Scas|Scas_11842	642	1.5e-69	89	401	29	619	0.5048543689320388
GH18.hmm	296	Scas|Scas_11862	439	2.9e-47	2	282	23	420	0.9459459459459459
GH18.hmm	296	Scas|Scas_11863	439	1.1e-55	4	283	23	420	0.9425675675675675
GT2_Chitin_synth_2.hmm	527	Scas|Scas_11891	934	2e-57	26	488	352	786	0.8766603415559773
GT20.hmm	475	Scas|Scas_11920	763	1.2e-157	9	474	9	487	0.9789473684210527
GT47.hmm	296	Scas|Scas_11999	712	7.8e-37	2	294	94	373	0.9864864864864865
GT64.hmm	248	Scas|Scas_11999	712	4.1e-95	1	248	450	695	0.9959677419354839
CE4.hmm	130	Scas|Scas_12064	258	5.1e-34	9	125	64	183	0.8923076923076924
GT4.hmm	160	Scas|Scas_12184	428	3.3e-36	8	159	222	385	0.94375
GH30_1.hmm	416	Scas|Scas_12188	451	3.8e-142	3	415	18	448	0.9903846153846154
GT76.hmm	407	Scas|Scas_12204	449	3.1e-105	1	407	20	449	0.9975429975429976
GT13.hmm	395	Scas|Scas_12433	472	2.4e-157	35	394	107	465	0.9088607594936708
GH16_4.hmm	316	Scas|Scas_125	450	3.5e-107	1	316	104	448	0.9968354430379747
GT92.hmm	279	Scas|Scas_12513	270	1.2e-40	7	223	4	240	0.7741935483870968
GH18.hmm	296	Scas|Scas_12533	441	4.3e-59	4	283	26	423	0.9425675675675675
GT1.hmm	382	Scas|Scas_12632	547	6.6e-29	176	381	218	466	0.5366492146596858
GT15.hmm	273	Scas|Scas_12650	388	3.7e-112	1	272	78	349	0.9926739926739927
GT76.hmm	407	Scas|Scas_12675	263	1.4e-48	1	210	17	229	0.5135135135135135
GT76.hmm	407	Scas|Scas_12676	198	7.6e-40	231	407	2	198	0.43243243243243246
GT76.hmm	407	Scas|Scas_12677	448	1.3e-91	1	405	17	447	0.9926289926289926
GT20.hmm	475	Scas|Scas_1273	475	5.8e-198	6	474	6	474	0.9852631578947368
GH22.hmm	122	Scas|Scas_12772	173	7.2e-31	1	116	27	147	0.9426229508196722
GH72.hmm	312	Scas|Scas_12959	446	2.5e-114	4	311	16	313	0.9839743589743589
GT22.hmm	389	Scas|Scas_13014	759	3e-58	2	387	36	497	0.9897172236503856
AA3_2.hmm	568	Scas|Scas_1306	335	6e-90	226	567	1	329	0.6003521126760564
GH20.hmm	337	Scas|Scas_13153	729	2.2e-28	16	237	215	436	0.655786350148368
GT7.hmm	250	Scas|Scas_13188	311	2.6e-78	24	243	54	274	0.876
GT27.hmm	295	Scas|Scas_13240	588	3.2e-121	1	295	127	425	0.9966101694915255
GH3.hmm	216	Scas|Scas_13257	769	1.2e-59	2	214	123	349	0.9814814814814815
GT1.hmm	382	Scas|Scas_13287	523	1.9e-27	224	370	288	448	0.38219895287958117
GT33.hmm	425	Scas|Scas_13304	450	1.8e-161	2	424	9	444	0.9929411764705882
GH17.hmm	311	Scas|Scas_13352	338	1.8e-24	14	304	73	325	0.932475884244373
