Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Scas|Scas_39	QKX64719.1|GT31|	38.8	536	280	12	11	515	6	524	1.20e-106	344
Scas|Scas_79	QKX60855.1|GT22|	65.1	335	99	3	30	358	537	859	3.05e-136	414
Scas|Scas_116	ADK37844.1|GH16_4|	89.8	323	33	0	55	377	1	323	1.43e-233	642
Scas|Scas_125	ADK37844.1|GH16_4|	49.7	346	148	5	104	448	1	321	2.76e-121	360
Scas|Scas_168	AFP64569.1|AA3_2|	91.3	253	22	0	1	253	28	280	3.56e-173	493
Scas|Scas_247	AUP42574.1|CBM14|CE0|	93.7	538	32	1	1	538	1	536	0.0	1088
Scas|Scas_354	ALC48451.1|GT39|	71.4	420	108	3	1	408	239	658	6.34e-222	629
Scas|Scas_459	AFP63734.1|GT24|	78.1	429	93	1	33	461	33	460	8.41e-224	663
Scas|Scas_497	ALC43714.1|GT43|	80.0	205	40	1	1	205	105	308	3.96e-118	342
Scas|Scas_644	ALC40882.1|CBM48|GH13_8|	83.9	688	111	0	2	689	3	690	0.0	1251
Scas|Scas_783	SVE84708.1|GH9|	52.1	915	416	8	6	906	418	1324	7.28e-116	389
Scas|Scas_912	QDS71450.1|GH47|	55.0	329	138	2	9	336	1044	1363	1.63e-120	383
Scas|Scas_916	AAF57802.1|GT4|	57.5	351	130	5	1	349	140	473	1.03e-121	363
Scas|Scas_1002	CDS07286.1|GT50|	50.0	468	206	7	28	470	7	471	5.04e-130	390
Scas|Scas_1054	ARA90547.1|GH18|	85.7	454	65	0	1	454	1	454	2.38e-307	837
Scas|Scas_1187	AVI60826.1|GT22|	63.2	424	140	7	60	473	583	1000	6.07e-162	511
Scas|Scas_1241	VDD19117.1|GT95|	81.1	291	51	3	6	295	81	368	1.71e-158	462
Scas|Scas_1273	CAB95998.1|GT20|2.4.1.15	66.8	464	152	1	13	474	19	482	1.87e-238	666
Scas|Scas_1306	ALC45304.1|AA3_2|	83.6	335	55	0	1	335	278	612	4.66e-206	582
Scas|Scas_1457	AXG41146.1|GH6|	39.4	654	378	6	1	652	215	852	8.25e-136	426
Scas|Scas_1465	AEP00550.1|GH13_5|	49.3	485	233	5	1	477	1	480	1.16e-171	496
Scas|Scas_1604	AFP59162.1|GT2|	97.7	341	8	0	2	342	1	341	5.57e-245	670
Scas|Scas_1886	CCA15473.1|GH72|	52.4	389	180	4	1	385	565	952	9.34e-130	400
Scas|Scas_1974	QKD62991.1|GH12|	37.5	589	354	5	250	837	1086	1661	3.99e-111	378
Scas|Scas_2059	AFP61348.1|GH31|	77.1	572	131	0	75	646	2	573	0.0	988
Scas|Scas_2082	ADK37846.1|GH18|	70.4	294	85	1	26	319	1	292	5.63e-154	441
Scas|Scas_2207	CAN80640.1|GT47|	52.8	424	194	4	6	424	940	1362	2.92e-151	467
Scas|Scas_2213	CDS05274.1|GT2|	55.6	916	356	14	6	889	85	981	0.0	957
Scas|Scas_2337	AFP61190.1|GT66|	91.0	778	64	4	1	774	1	776	0.0	1397
Scas|Scas_2785	QDS71450.1|GH47|	56.6	279	115	2	1	273	1032	1310	7.23e-105	340
Scas|Scas_2837	QKX56076.1|GH51|	58.9	492	194	4	224	708	894	1384	1.65e-184	575
Scas|Scas_2866	AIT83212.1|GT4|	64.5	313	108	2	23	334	4	314	3.65e-132	399
Scas|Scas_2873	QET95489.1|CE4|	51.6	320	132	5	15	334	17	313	3.77e-108	322
Scas|Scas_2933	CAC9909034.1|GT8|	64.9	396	137	2	7	402	329	722	5.99e-176	512
Scas|Scas_3037	QHG77622.1|CBM50|	84.2	253	38	2	8	259	22	273	1.29e-134	390
Scas|Scas_3050	ADK37846.1|GH18|	79.1	177	37	0	1	177	60	236	1.58e-103	303
Scas|Scas_3087	CBQ70430.1|GT3|	66.2	701	220	7	6	689	4	704	0.0	934
Scas|Scas_3115	AFP60297.1|GT1|	74.5	529	129	2	1	527	1	525	4.70e-296	815
Scas|Scas_3168	ADD19004.1|GT4|	89.3	373	40	0	21	393	1	373	8.73e-265	724
Scas|Scas_3278	QHG77622.1|CBM50|	77.7	220	48	1	36	254	56	275	1.28e-121	357
Scas|Scas_3290	EGX47988.1|GH16_2|	47.3	376	178	6	40	398	240	612	6.25e-110	342
Scas|Scas_3384	AGW52172.1|AA3_2|	71.4	245	70	0	1	245	389	633	1.60e-133	394
Scas|Scas_3536	QGI67417.1|GH18|	56.1	440	182	6	2	431	380	818	2.14e-152	461
Scas|Scas_3800	ADK37849.1|CBM18|CE4|	81.7	290	52	1	1	289	1	290	1.72e-177	498
Scas|Scas_3871	AWK40335.1|GH6|	37.8	701	404	8	48	728	164	852	1.88e-144	450
Scas|Scas_3950	AFP63269.1|GT31|	63.2	302	91	7	1	282	440	741	5.11e-124	375
Scas|Scas_4072	AAF49195.1|GT1|	48.4	541	253	9	25	553	18	544	4.63e-160	478
Scas|Scas_4102	CDS13004.1|GT20|	50.6	620	299	4	11	626	22	638	1.70e-228	657
