# BUSCO version is: 5.4.4 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length
39650at2759	Duplicated	scaffold_392	407898	415061	+	1853.7	1405
39650at2759	Duplicated	scaffold_1996	3700	10866	+	1819.0	1359
83779at2759	Duplicated	scaffold_786	34900	41633	+	197.4	193
83779at2759	Duplicated	scaffold_3160	25797	32270	+	196.4	192
87842at2759	Duplicated	scaffold_944	188302	191735	+	522.2	641
87842at2759	Duplicated	scaffold_857	229565	232998	+	523.3	641
97116at2759	Duplicated	scaffold_30	32048	35700	+	1009.7	954
97116at2759	Duplicated	scaffold_2399	61774	65426	-	1009.0	954
100698at2759	Duplicated	scaffold_662	151613	157602	-	787.6	507
100698at2759	Duplicated	scaffold_2689	22677	28940	-	785.2	507
100698at2759	Duplicated	scaffold_130	62011	73606	-	744.2	506
142542at2759	Complete	scaffold_4285	1	8232	+	480.7	651
156083at2759	Duplicated	scaffold_1821	74957	91498	-	3610.6	1957
156083at2759	Duplicated	scaffold_134	657860	674082	-	3613.9	1959
160593at2759	Duplicated	scaffold_946	106931	114530	+	1166.7	1186
160593at2759	Duplicated	scaffold_177	4822	12421	+	1221.7	1185
166920at2759	Complete	scaffold_599	241663	245868	-	610.1	729
176625at2759	Complete	scaffold_2104	80974	84876	+	229.1	376
179362at2759	Duplicated	scaffold_580	309817	315003	-	593.8	1365
179362at2759	Duplicated	scaffold_911	35145	40325	+	593.7	961
245208at2759	Duplicated	scaffold_5	1520982	1525596	-	1481.5	836
245208at2759	Duplicated	scaffold_289	355844	361075	-	1481.4	835
257318at2759	Duplicated	scaffold_149	274958	277492	-	295.2	295
257318at2759	Duplicated	scaffold_837	345768	348302	-	288.0	298
261328at2759	Complete	scaffold_5448	1118	8229	-	312.6	396
261419at2759	Duplicated	scaffold_2011	157477	161683	-	177.8	313
261419at2759	Duplicated	scaffold_692	170697	174898	-	179.6	300
270107at2759	Duplicated	scaffold_359	12995	35526	+	278.8	521
270107at2759	Duplicated	scaffold_1087	107249	126346	-	264.4	509
271586at2759	Duplicated	scaffold_554	387428	390748	-	189.7	335
271586at2759	Duplicated	scaffold_1826	51265	54585	+	171.6	286
290630at2759	Duplicated	scaffold_2761	95732	99214	-	698.4	609
290630at2759	Duplicated	scaffold_84	765056	768536	-	696.9	609
293315at2759	Complete	scaffold_1725	92358	97120	+	519.5	548
296129at2759	Duplicated	scaffold_1279	254578	258197	-	1063.5	702
296129at2759	Duplicated	scaffold_4094	3066	6683	+	1063.6	702
299766at2759	Missing
306227at2759	Complete	scaffold_424	453330	475121	-	352.4	436
320059at2759	Duplicated	scaffold_132	249251	258912	-	756.4	432
320059at2759	Duplicated	scaffold_4251	21746	31925	-	768.2	441
324863at2759	Duplicated	scaffold_1149	153513	156834	+	566.8	534
324863at2759	Duplicated	scaffold_4234	22816	26126	+	566.7	533
325552at2759	Duplicated	scaffold_4373	25457	27338	-	379.6	426
325552at2759	Duplicated	scaffold_2297	138605	141194	-	394.5	488
330169at2759	Duplicated	scaffold_1122	232494	234938	+	233.7	327
330169at2759	Duplicated	scaffold_1064	44541	46987	+	232.4	327
331411at2759	Duplicated	scaffold_3374	42433	45472	+	244.2	366
