# BUSCO version is: 5.2.2 
# The lineage dataset is: fungi_odb10 (Creation date: 2020-09-10, number of genomes: 549, number of BUSCOs: 758)
# Busco id	Status	Sequence	Score	Length	OrthoDB url	Description
494at4751	Complete	EV402|EV402_003095-T1	2834.8	2962	https://www.orthodb.org/v10?query=494at4751	Midasin
771at4751	Complete	EV402|EV402_001717-T1	1100.6	2122	https://www.orthodb.org/v10?query=771at4751	PIK-related kinase
1866at4751	Complete	EV402|EV402_006213-T1	2942.2	1789	https://www.orthodb.org/v10?query=1866at4751	Glutamate synthase
3534at4751	Missing
4409at4751	Missing
4466at4751	Complete	EV402|EV402_004168-T1	1672.3	1759	https://www.orthodb.org/v10?query=4466at4751	Ribosomal protein L19
4523at4751	Complete	EV402|EV402_005341-T1	3017.4	1890	https://www.orthodb.org/v10?query=4523at4751	Pre-mRNA-processing-splicing factor 8
5995at4751	Complete	EV402|EV402_008422-T1	548.8	902	https://www.orthodb.org/v10?query=5995at4751	Protein kinase domain
6186at4751	Complete	EV402|EV402_006120-T1	383.7	853	https://www.orthodb.org/v10?query=6186at4751	Armadillo-type fold
6272at4751	Complete	EV402|EV402_014116-T1	849.1	803	https://www.orthodb.org/v10?query=6272at4751	WD40-repeat-containing domain
6377at4751	Complete	EV402|EV402_004071-T1	1122.9	897	https://www.orthodb.org/v10?query=6377at4751	L-aminoadipate-semialdehyde dehydrogenase
6592at4751	Missing
6812at4751	Complete	EV402|EV402_002024-T1	1652.2	1331	https://www.orthodb.org/v10?query=6812at4751	DNA polymerase epsilon catalytic subunit
7423at4751	Complete	EV402|EV402_000467-T1	573.7	1098	https://www.orthodb.org/v10?query=7423at4751	CCR4-NOT transcription complex subunit 1, CAF1-binding domain
7545at4751	Missing
8406at4751	Fragmented	EV402|EV402_004474-T1	395.3	483	https://www.orthodb.org/v10?query=8406at4751	Transcription initiation factor TFIID subunit 2
8818at4751	Complete	EV402|EV402_000686-T1	2064.3	1403	https://www.orthodb.org/v10?query=8818at4751	Clathrin heavy chain
