HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT34.hmm	246	Basme2finSC|Basme2finSC_106798	292	1.7e-47	21	241	63	256	0.8943089430894309
GT2_Chitin_synth_1.hmm	163	Basme2finSC|Basme2finSC_129905	106	4.9e-30	1	75	32	106	0.4539877300613497
CE4.hmm	130	Basme2finSC|Basme2finSC_130258	188	3e-34	10	123	2	116	0.8692307692307693
CE4.hmm	130	Basme2finSC|Basme2finSC_130458	202	2.2e-31	11	123	5	118	0.8615384615384616
AA7.hmm	458	Basme2finSC|Basme2finSC_130716	421	6.8e-92	14	458	2	421	0.9694323144104804
AA11.hmm	191	Basme2finSC|Basme2finSC_131130	160	1.9e-38	1	160	9	160	0.8324607329842932
PL38.hmm	279	Basme2finSC|Basme2finSC_131161	284	2.1e-103	1	275	3	277	0.982078853046595
GT39.hmm	223	Basme2finSC|Basme2finSC_13523	662	1.4e-68	14	223	2	228	0.9372197309417041
CE4.hmm	130	Basme2finSC|Basme2finSC_136161	211	1.1e-29	6	125	12	134	0.9153846153846154
AA7.hmm	458	Basme2finSC|Basme2finSC_136228	421	1.5e-91	14	458	2	421	0.9694323144104804
PL38.hmm	279	Basme2finSC|Basme2finSC_137785	322	4.1e-102	1	279	38	316	0.996415770609319
CE4.hmm	130	Basme2finSC|Basme2finSC_138375	204	2.2e-26	7	126	6	128	0.9153846153846154
PL38.hmm	279	Basme2finSC|Basme2finSC_139118	288	3e-102	1	279	4	282	0.996415770609319
AA11.hmm	191	Basme2finSC|Basme2finSC_139122	179	5.8e-37	12	163	39	173	0.7905759162303665
CE4.hmm	130	Basme2finSC|Basme2finSC_139339	202	1e-30	7	126	6	128	0.9153846153846154
AA11.hmm	191	Basme2finSC|Basme2finSC_139594	162	1.1e-40	1	163	2	156	0.8481675392670157
AA11.hmm	191	Basme2finSC|Basme2finSC_140138	175	8.2e-42	9	163	19	163	0.806282722513089
AA11.hmm	191	Basme2finSC|Basme2finSC_140280	162	2.3e-41	2	163	3	156	0.8429319371727748
AA11.hmm	191	Basme2finSC|Basme2finSC_140519	162	8.6e-39	1	163	2	156	0.8481675392670157
AA11.hmm	191	Basme2finSC|Basme2finSC_140750	142	1.6e-34	13	162	3	135	0.7801047120418848
GH32.hmm	293	Basme2finSC|Basme2finSC_141799	596	5.2e-64	1	284	15	359	0.9658703071672355
GH72.hmm	312	Basme2finSC|Basme2finSC_141880	443	1.2e-125	3	311	5	306	0.9871794871794872
CE4.hmm	130	Basme2finSC|Basme2finSC_142677	306	1.9e-31	8	126	53	176	0.9076923076923077
AA11.hmm	191	Basme2finSC|Basme2finSC_143344	175	1.1e-36	11	160	26	166	0.7801047120418848
PL14.hmm	200	Basme2finSC|Basme2finSC_143607	209	9e-48	6	193	3	208	0.935
AA11.hmm	191	Basme2finSC|Basme2finSC_143849	165	2.3e-45	11	146	12	145	0.7068062827225131
AA11.hmm	191	Basme2finSC|Basme2finSC_143958	170	8.1e-37	12	163	30	164	0.7905759162303665
CE4.hmm	130	Basme2finSC|Basme2finSC_144111	230	5.3e-28	7	126	56	188	0.9153846153846154
AA11.hmm	191	Basme2finSC|Basme2finSC_144605	163	5.4e-44	1	163	1	157	0.8481675392670157
AA11.hmm	191	Basme2finSC|Basme2finSC_144806	170	8.1e-37	12	163	30	164	0.7905759162303665
CE4.hmm	130	Basme2finSC|Basme2finSC_144848	222	4.7e-32	11	123	52	165	0.8615384615384616
GH18.hmm	296	Basme2finSC|Basme2finSC_145244	292	3.9e-55	28	211	8	266	0.6182432432432432
AA11.hmm	191	Basme2finSC|Basme2finSC_145586	170	8.1e-37	12	163	30	164	0.7905759162303665
CE4.hmm	130	Basme2finSC|Basme2finSC_145605	204	1.6e-27	7	126	7	129	0.9153846153846154
AA11.hmm	191	Basme2finSC|Basme2finSC_146143	162	3.1e-41	1	163	2	156	0.8481675392670157
CE4.hmm	130	Basme2finSC|Basme2finSC_146823	266	1.3e-28	8	125	53	183	0.9
PL14.hmm	200	Basme2finSC|Basme2finSC_147411	265	5e-54	4	194	56	265	0.95
AA11.hmm	191	Basme2finSC|Basme2finSC_147956	171	1.2e-36	12	163	31	165	0.7905759162303665
GH31.hmm	427	Basme2finSC|Basme2finSC_148432	839	6.1e-165	1	427	301	788	0.9976580796252927
AA11.hmm	191	Basme2finSC|Basme2finSC_149391	162	7.9e-40	1	163	2	156	0.8481675392670157
CBM5.hmm	40	Basme2finSC|Basme2finSC_152033	61	2.3e-16	2	40	15	55	0.95
AA11.hmm	191	Basme2finSC|Basme2finSC_154364	170	4.7e-37	12	163	30	164	0.7905759162303665
AA11.hmm	191	Basme2finSC|Basme2finSC_154765	166	6.4e-37	11	162	24	162	0.7905759162303665
AA11.hmm	191	Basme2finSC|Basme2finSC_157156	179	5.7e-36	12	163	39	173	0.7905759162303665
AA11.hmm	191	Basme2finSC|Basme2finSC_157239	171	1.2e-36	12	163	31	165	0.7905759162303665
CE4.hmm	130	Basme2finSC|Basme2finSC_157323	214	8.3e-34	6	124	16	135	0.9076923076923077
AA11.hmm	191	Basme2finSC|Basme2finSC_157363	165	2.5e-40	1	163	5	159	0.8481675392670157
AA11.hmm	191	Basme2finSC|Basme2finSC_159796	167	9.4e-41	1	163	5	161	0.8481675392670157
GT2_Chitin_synth_2.hmm	527	Basme2finSC|Basme2finSC_160618	877	1.4e-254	16	526	361	862	0.967741935483871
PL38.hmm	279	Basme2finSC|Basme2finSC_161058	329	3.8e-102	3	279	47	323	0.989247311827957
AA11.hmm	191	Basme2finSC|Basme2finSC_161077	163	2e-40	11	162	18	159	0.7905759162303665
