Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
Basme2finSC|Basme2finSC_214880	CAP79887.1|GT2|	72.7	512	138	2	1	511	670	1180	2.23e-268	771
Basme2finSC|Basme2finSC_337511	BAY90071.1|GT2|	36.1	821	364	15	1	678	373	1175	5.45e-136	446
Basme2finSC|Basme2finSC_373247	BAY90071.1|GT2|	24.3	3141	1829	116	1537	4340	352	3280	7.28e-155	550
Basme2finSC|Basme2finSC_362785	AWP12966.1|GT68|	29.6	1347	768	38	34	1234	2277	3589	2.04e-141	481
Basme2finSC|Basme2finSC_307892	BAY90071.1|GT2|	32.2	3132	1765	90	1078	4009	311	3284	0.0	1256
Basme2finSC|Basme2finSC_412570	QHG77622.1|CBM50|	73.4	256	57	3	11	255	20	275	1.54e-118	349
Basme2finSC|Basme2finSC_298977	BAY90071.1|GT2|	32.2	1482	854	41	260	1650	2131	3552	6.32e-184	620
Basme2finSC|Basme2finSC_372991	BAZ00088.1|GT2|	32.6	1518	874	42	914	2341	2105	3563	3.88e-187	644
Basme2finSC|Basme2finSC_364390	CBA03971.1|GT30|	63.4	393	142	2	8	399	4	395	1.45e-168	503
Basme2finSC|Basme2finSC_292783	BAY90071.1|GT2|	31.5	907	562	21	8	890	1213	2084	1.61e-112	400
Basme2finSC|Basme2finSC_196747	ADK37846.1|GH18|	64.6	294	90	3	12	293	1	292	4.69e-130	383
Basme2finSC|Basme2finSC_360490	ADK37846.1|GH18|	70.5	295	84	2	36	330	1	292	3.78e-150	436
Basme2finSC|Basme2finSC_249718	QKX53521.1|GH5_9|	43.1	385	207	7	27	406	43	420	3.36e-103	317
Basme2finSC|Basme2finSC_387529	BAZ00088.1|GT2|	29.0	3740	2080	96	1676	5330	312	3562	0.0	1253
Basme2finSC|Basme2finSC_390305	CAP79887.1|GT2|	66.8	512	165	2	1	509	665	1174	1.22e-240	699
Basme2finSC|Basme2finSC_222741	ATU90724.1|CBM50|	38.8	554	307	12	1	542	5	538	3.70e-117	364
Basme2finSC|Basme2finSC_377413	BAY90071.1|GT2|	25.0	3236	1957	114	2605	5638	312	3280	5.37e-190	667
Basme2finSC|Basme2finSC_364644	CUI24525.1|GH19|	60.7	313	117	2	42	348	16	328	1.94e-120	382
Basme2finSC|Basme2finSC_214313	ADK37846.1|GH18|	67.7	294	91	3	35	326	1	292	7.75e-141	404
