Gene ID	HMMER	Hotpep	DIAMOND	Signalp	#ofTools
Basme2finSC|Basme2finSC_106798	GT34(63-256)	N	N	N	1
Basme2finSC|Basme2finSC_129905	GT2_Chitin_synth_1(32-106)	N	N	N	1
Basme2finSC|Basme2finSC_130258	CE4(2-116)	N	N	N	1
Basme2finSC|Basme2finSC_130458	CE4(5-118)	N	N	N	1
Basme2finSC|Basme2finSC_130716	AA7(2-421)	N	N	N	1
Basme2finSC|Basme2finSC_131130	AA11(9-160)	N	N	N	1
Basme2finSC|Basme2finSC_131161	PL38(3-277)	N	N	N	1
Basme2finSC|Basme2finSC_13523	GT39(2-228)	GT39	GT39	N	3
Basme2finSC|Basme2finSC_136161	CE4(12-134)	CE4	N	N	2
Basme2finSC|Basme2finSC_136228	AA7(2-421)	N	N	N	1
Basme2finSC|Basme2finSC_137785	PL38(38-316)	N	PL38	N	2
Basme2finSC|Basme2finSC_138375	CE4(6-128)	CE4+CBM18	N	N	2
Basme2finSC|Basme2finSC_139118	PL38(4-282)	N	N	N	1
Basme2finSC|Basme2finSC_139122	AA11(39-173)	N	N	N	1
Basme2finSC|Basme2finSC_139339	CE4(6-128)	CE4+CBM18	N	N	2
Basme2finSC|Basme2finSC_139594	AA11(2-156)	N	N	N	1
Basme2finSC|Basme2finSC_140138	AA11(19-163)	N	N	N	1
Basme2finSC|Basme2finSC_140280	AA11(3-156)	N	N	N	1
Basme2finSC|Basme2finSC_140519	AA11(2-156)	N	N	N	1
Basme2finSC|Basme2finSC_140750	AA11(3-135)	N	N	N	1
Basme2finSC|Basme2finSC_141799	GH32(15-359)	N	GH32	N	2
Basme2finSC|Basme2finSC_141880	GH72(5-306)	GH72+CBM43	CBM43+GH72	N	3
Basme2finSC|Basme2finSC_142677	CE4(53-176)	N	N	N	1
Basme2finSC|Basme2finSC_143344	AA11(26-166)	N	N	N	1
Basme2finSC|Basme2finSC_143607	PL14(3-208)	N	N	N	1
Basme2finSC|Basme2finSC_143849	AA11(12-145)	N	N	N	1
Basme2finSC|Basme2finSC_143958	AA11(30-164)	N	N	N	1
