# BUSCO version is: 5.2.2 
# The lineage dataset is: eukaryota_odb10 (Creation date: 2020-09-10, number of genomes: 70, number of BUSCOs: 255)
# Busco id	Status	Sequence	Score	Length
39650at2759	Complete	L0F63_006851-T1	1851.5	1378
83779at2759	Complete	L0F63_002261-T1	199.1	202
87842at2759	Complete	L0F63_003945-T1	463.1	566
97116at2759	Complete	L0F63_004074-T1	1006.2	953
100698at2759	Complete	L0F63_001656-T1	747.0	485
142542at2759	Complete	L0F63_006533-T1	446.1	612
156083at2759	Complete	L0F63_007325-T1	3555.0	1883
160593at2759	Complete	L0F63_002301-T1	1145.8	1173
166920at2759	Complete	L0F63_002620-T1	606.5	724
176625at2759	Complete	L0F63_003129-T1	177.8	342
179362at2759	Complete	L0F63_006241-T1	580.7	1340
245208at2759	Complete	L0F63_005849-T1	1418.3	843
257318at2759	Complete	L0F63_002586-T1	257.9	295
261328at2759	Complete	L0F63_003939-T1	299.1	391
261419at2759	Complete	L0F63_001747-T1	160.8	280
270107at2759	Complete	L0F63_002249-T1	468.1	512
271586at2759	Complete	L0F63_001512-T1	162.2	328
290630at2759	Complete	L0F63_001227-T1	664.6	538
293315at2759	Fragmented	L0F63_003427-T1	552.2	537
296129at2759	Complete	L0F63_005646-T1	1064.0	701
299766at2759	Missing
306227at2759	Complete	L0F63_005491-T1	492.6	482
320059at2759	Complete	L0F63_004367-T1	868.9	451
324863at2759	Complete	L0F63_006058-T1	565.0	523
325552at2759	Complete	L0F63_002840-T1	343.2	400
330169at2759	Missing
331411at2759	Complete	L0F63_000467-T1	248.0	389
341721at2759	Complete	L0F63_005700-T1	182.9	385
345441at2759	Complete	L0F63_006153-T1	412.9	379
355408at2759	Missing
369837at2759	Complete	L0F63_005150-T1	276.9	357
375960at2759	Complete	L0F63_005131-T1	166.7	330
383503at2759	Complete	L0F63_006523-T1	342.1	339
388820at2759	Complete	L0F63_006790-T1	540.8	633
390348at2759	Complete	L0F63_005643-T1	1015.1	728
392369at2759	Complete	L0F63_005257-T1	382.3	330
396755at2759	Missing
418107at2759	Complete	L0F63_005933-T1	432.0	393
426305at2759	Complete	L0F63_003361-T1	411.5	450
450058at2759	Complete	L0F63_001975-T1	155.8	245
453044at2759	Missing
457861at2759	Missing
464990at2759	Complete	L0F63_005622-T1	344.6	350
491869at2759	Missing
513979at2759	Complete	L0F63_001821-T1	95.9	220
543764at2759	Fragmented	L0F63_002542-T1	89.4	139
549762at2759	Complete	L0F63_004112-T1	422.6	340
551907at2759	Complete	L0F63_004960-T1	254.9	350
570797at2759	Complete	L0F63_005825-T1	105.4	360
582756at2759	Complete	L0F63_004582-T1	192.1	319
598949at2759	Complete	L0F63_001162-T1	266.2	409
604979at2759	Missing
621827at2759	Complete	L0F63_000404-T1	278.6	316
625387at2759	Complete	L0F63_002264-T1	267.3	314
655400at2759	Complete	L0F63_004638-T1	189.2	215
664730at2759	Complete	L0F63_003774-T1	648.5	348
671536at2759	Fragmented	L0F63_002896-T1	229.7	215
671846at2759	Complete	L0F63_007457-T1	151.5	279
673132at2759	Missing
674160at2759	Complete	L0F63_005298-T1	593.1	908
674169at2759	Complete	L0F63_005351-T1	103.7	196
679187at2759	Complete	L0F63_002644-T1	289.3	422
679771at2759	Complete	L0F63_001561-T1	87.8	148
687505at2759	Missing
692986at2759	Missing
708105at2759	Missing
719531at2759	Complete	L0F63_006161-T1	288.1	209
720340at2759	Missing
721605at2759	Missing
722805at2759	Missing
734341at2759	Missing
734666at2759	Fragmented	L0F63_001511-T1	345.0	289
736068at2759	Missing
751335at2759	Missing
